# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
85.00,0.13,0.52,0.29,0.10,0.51,1.43,1.38,0.41,0.76,1.56,2.32,2.94,3.53,3.93,5.28,5.93,0.49
86.00,0.13,0.58,0.22,0.12,0.51,1.46,1.09,0.42,0.77,1.35,2.31,3.09,3.62,4.01,5.26,6.27,0.52
87.00,0.14,0.64,0.26,0.13,0.44,1.42,1.07,0.33,0.59,1.56,2.35,3.12,3.60,4.07,5.18,5.87,0.53
88.00,0.13,0.51,0.22,0.13,0.67,1.44,1.09,0.24,0.70,1.55,2.34,3.00,3.58,3.97,5.23,6.27,0.35
89.00,0.12,0.63,0.26,0.12,0.50,1.42,1.29,0.23,0.71,1.57,2.23,3.06,3.68,4.08,5.30,6.28,0.51
90.00,0.14,0.56,0.26,0.13,0.51,1.43,1.25,0.38,0.57,1.56,2.35,2.98,3.61,4.01,5.27,5.90,0.48
91.00,0.14,0.56,0.28,0.13,0.44,1.26,0.87,0.32,0.78,1.56,2.35,3.01,3.56,3.98,5.22,5.85,0.70
92.00,0.14,0.56,0.30,0.13,0.50,1.43,1.09,0.30,0.76,1.56,2.35,3.01,3.58,4.01,5.28,5.74,0.52
93.00,0.13,0.58,0.21,0.12,0.39,1.37,1.08,0.34,0.77,1.33,2.33,3.06,3.58,3.97,5.24,6.24,0.29
94.00,0.14,0.56,0.24,0.14,0.51,1.43,1.06,0.16,0.62,1.57,2.24,2.97,3.61,4.02,5.24,6.21,0.58
95.00,0.14,0.68,0.26,0.13,0.41,1.42,1.10,0.17,0.72,1.40,2.36,3.04,3.58,4.00,5.28,6.25,1.35
96.00,0.12,0.56,0.24,0.10,0.47,1.33,1.29,0.30,0.78,1.56,2.35,3.01,3.61,4.01,5.31,6.10,0.45
97.00,0.14,0.58,0.23,0.13,0.69,1.42,1.10,0.18,0.76,1.51,2.35,2.96,3.79,4.02,5.24,6.27,1.35
98.00,0.14,0.57,0.29,0.12,0.71,1.49,1.28,0.16,0.76,1.37,2.35,2.96,3.79,4.02,5.25,6.21,0.52
99.00,0.14,0.56,0.25,0.13,0.69,1.48,1.16,0.14,0.75,1.56,2.24,2.97,3.54,4.02,5.25,6.26,0.35
100.00,0.14,0.58,0.30,0.12,0.69,1.43,1.11,0.13,0.76,1.39,2.36,3.06,3.77,4.01,5.24,6.20,0.48
101.00,0.14,0.56,0.30,0.13,0.50,1.43,0.86,0.32,0.78,1.57,2.36,3.05,3.56,4.10,5.21,5.76,0.52
102.00,0.14,0.48,0.23,0.14,0.68,1.43,0.96,0.16,0.76,1.36,2.35,3.06,3.77,4.00,5.28,6.27,1.39
103.00,0.14,0.58,0.30,0.12,0.87,1.43,1.17,0.17,0.77,1.31,2.35,3.02,3.79,4.02,5.31,6.27,1.34
104.00,0.13,0.55,0.24,0.12,0.44,1.37,1.22,0.33,0.78,1.36,2.36,3.06,3.61,4.00,5.26,6.24,0.36
105.00,0.14,0.63,0.25,0.10,0.69,1.48,1.29,0.16,0.76,1.28,2.34,3.01,3.53,3.95,5.26,6.25,0.36
106.00,0.13,0.63,0.26,0.13,0.44,1.43,1.29,0.20,0.77,1.57,2.32,3.04,3.53,4.07,5.38,6.21,0.53
107.00,0.14,0.64,0.26,0.14,0.43,1.26,1.28,0.39,0.76,1.55,2.35,3.02,3.63,4.11,5.24,5.95,0.51
108.00,0.14,0.64,0.26,0.14,0.44,1.40,1.28,0.39,0.63,1.56,2.35,3.01,3.63,4.08,5.26,5.95,0.43
109.00,0.14,0.56,0.26,0.13,0.45,1.42,1.29,0.28,0.78,1.56,2.35,3.04,3.61,4.07,5.22,5.96,0.53
110.00,0.13,0.56,0.29,0.12,0.68,1.49,1.16,0.24,0.78,1.33,2.34,3.02,3.58,3.96,5.25,6.20,0.52
111.00,0.13,0.69,0.26,0.12,0.50,1.40,1.29,0.36,0.72,1.38,2.35,3.04,3.58,4.01,5.26,6.11,1.36
112.00,0.13,0.58,0.23,0.12,0.67,1.48,1.28,0.15,0.76,1.55,2.35,3.06,3.74,4.10,5.29,6.25,0.47
113.00,0.14,0.52,0.26,0.11,0.43,1.47,1.28,0.19,0.76,1.57,2.33,2.94,3.53,3.97,5.26,6.25,0.48
114.00,0.13,0.63,0.24,0.12,0.69,1.49,1.15,0.16,0.67,1.57,2.35,2.96,3.79,4.02,5.32,6.27,1.34
115.00,0.14,0.58,0.27,0.13,0.43,1.42,1.30,0.30,0.53,1.57,2.33,3.04,3.61,4.07,5.22,5.87,0.53
116.00,0.14,0.63,0.25,0.14,0.44,1.26,1.25,0.39,0.77,1.31,2.32,3.13,3.66,4.11,5.27,5.99,0.49
117.00,0.11,0.63,0.26,0.12,0.50,1.42,1.29,0.23,0.77,1.57,2.35,3.06,3.68,4.08,5.30,6.28,0.50
118.00,0.14,0.69,0.22,0.13,0.49,1.48,1.29,0.17,0.77,1.37,2.35,2.94,3.53,4.01,5.26,6.26,1.45
119.00,0.14,0.63,0.26,0.10,0.50,1.25,1.29,0.42,0.77,1.57,2.35,3.01,3.52,3.95,5.26,6.25,1.95
120.00,0.14,0.52,0.25,0.14,0.68,1.48,1.27,0.16,0.76,1.57,2.35,2.97,3.54,4.03,5.25,6.20,0.36
121.00,0.13,0.68,0.26,0.13,0.50,1.44,1.29,0.25,0.72,1.38,2.35,3.04,3.58,4.01,5.04,6.28,1.36
122.00,0.14,0.64,0.31,0.13,0.44,1.43,1.09,0.24,0.63,1.56,2.36,3.01,3.63,4.11,5.28,5.96,0.51
123.00,0.13,0.58,0.26,0.12,0.50,1.40,1.06,0.42,0.77,1.55,2.31,3.09,3.62,4.01,5.26,6.16,0.53
124.00,0.14,0.73,0.26,0.13,0.41,1.42,1.10,0.17,0.72,1.42,2.36,3.04,3.58,4.00,5.28,6.25,1.35
125.00,0.14,0.58,0.23,0.14,0.49,1.48,1.28,0.17,0.77,1.36,2.27,3.01,3.54,4.01,5.28,6.26,0.45
126.00,0.14,0.64,0.26,0.13,0.51,1.42,1.29,0.28,0.78,1.56,2.35,3.04,3.61,4.07,5.22,5.96,0.53
127.00,0.13,0.47,0.25,0.13,0.56,1.49,1.32,0.40,0.67,1.39,2.35,3.02,3.58,3.96,5.31,6.21,1.45
128.00,0.13,0.58,0.29,0.10,0.54,1.49,1.32,0.40,0.68,1.39,2.35,2.95,3.54,3.96,5.40,6.21,0.60
129.00,0.14,0.56,0.26,0.13,0.49,1.46,1.37,0.33,0.78,1.28,2.27,3.04,3.53,3.97,5.31,6.24,0.49
130.00,0.13,0.47,0.23,0.12,0.45,1.42,1.32,0.34,0.64,1.30,2.36,3.06,3.54,4.01,5.30,5.97,1.40
131.00,0.13,0.53,0.24,0.12,0.68,1.49,1.29,0.16,0.77,1.41,2.35,2.96,3.77,4.02,5.24,6.21,0.57
132.00,0.14,0.58,0.26,0.11,0.69,1.50,1.22,0.38,0.78,1.35,2.35,2.96,3.53,3.93,5.28,6.21,1.24
133.00,0.14,0.58,0.26,0.13,0.45,1.25,1.05,0.39,0.77,1.57,2.36,3.02,3.61,3.96,5.31,6.26,1.44
134.00,0.13,0.58,0.23,0.12,0.50,1.21,1.06,0.35,0.77,1.35,2.35,3.09,3.63,3.98,5.24,6.16,0.53
135.00,0.14,0.64,0.26,0.13,0.44,1.42,1.36,0.35,0.78,1.57,2.36,3.02,3.62,4.07,5.15,5.95,0.55
136.00,0.12,0.63,0.21,0.12,0.50,1.42,1.29,0.34,0.77,1.57,2.34,3.06,3.65,4.08,5.29,6.28,0.51
137.00,0.14,0.55,0.22,0.14,0.68,1.40,1.28,0.24,0.78,1.51,2.36,2.98,3.61,4.01,5.29,6.24,0.47
138.00,0.14,0.52,0.25,0.14,0.54,1.49,1.07,0.16,0.76,1.57,2.33,2.96,3.58,3.95,5.25,6.20,0.52
139.00,0.13,0.58,0.26,0.12,0.45,1.24,1.19,0.39,0.77,1.57,2.36,3.03,3.61,3.96,5.31,6.24,1.46
140.00,0.14,0.60,0.22,0.14,0.69,1.49,1.09,0.16,0.77,1.34,2.34,3.01,3.77,4.02,5.25,6.20,0.57
141.00,0.14,0.56,0.26,0.13,0.57,1.41,1.21,0.17,0.77,1.39,2.34,3.03,3.61,3.96,5.24,6.25,0.36
142.00,0.14,0.52,0.23,0.11,0.69,1.41,1.22,0.20,0.77,1.57,2.31,2.94,3.53,3.93,5.26,6.21,0.53
143.00,0.14,0.64,0.26,0.13,0.44,1.42,1.35,0.33,0.78,1.56,2.35,3.04,3.61,4.07,5.16,5.96,0.53
144.00,0.14,0.65,0.26,0.13,0.42,1.41,1.08,0.33,0.73,1.57,2.35,3.14,3.65,4.07,5.33,5.91,0.52
145.00,0.14,0.64,0.26,0.13,0.45,1.42,1.29,0.26,0.71,1.56,2.35,3.04,3.61,4.07,5.22,5.96,0.53
146.00,0.14,0.56,0.28,0.13,0.57,1.46,1.23,0.16,0.77,1.56,2.27,3.05,3.61,3.96,5.25,6.25,0.34
147.00,0.13,0.63,0.25,0.12,0.69,1.43,1.15,0.17,0.76,1.28,2.35,3.01,3.79,4.02,5.31,6.27,1.34
148.00,0.14,0.64,0.26,0.12,0.56,1.47,1.30,0.24,0.78,1.57,2.32,3.04,3.58,4.01,5.26,6.12,0.47
149.00,0.14,0.56,0.23,0.12,0.68,1.47,1.09,0.16,0.77,1.35,2.35,3.00,3.61,3.96,5.37,6.27,0.52
150.00,0.14,0.60,0.23,0.14,0.68,1.40,1.06,0.20,0.76,1.55,2.35,2.93,3.76,3.96,5.37,6.27,0.49
151.00,0.14,0.60,0.22,0.14,0.69,1.46,1.09,0.24,0.76,1.35,2.35,2.95,3.79,4.02,5.20,6.27,0.52
152.00,0.14,0.58,0.23,0.12,0.69,1.42,1.10,0.18,0.77,1.35,2.36,2.96,3.79,4.02,5.26,6.27,1.35
153.00,0.14,0.55,0.25,0.14,0.53,1.47,1.28,0.18,0.75,1.57,2.35,2.96,3.63,4.11,5.28,6.26,1.45
154.00,0.12,0.63,0.25,0.14,0.50,1.42,1.29,0.16,0.71,1.57,2.23,3.06,3.68,4.08,5.30,6.28,0.51
155.00,0.13,0.58,0.22,0.12,0.39,1.48,1.09,0.34,0.77,1.34,2.33,3.06,3.53,3.97,5.28,6.24,0.29
156.00,0.14,0.56,0.25,0.12,0.49,1.42,1.21,0.25,0.77,1.39,2.35,3.10,3.61,3.96,5.25,6.25,0.48
157.00,0.13,0.63,0.24,0.12,0.69,1.42,1.05,0.35,0.76,1.31,2.36,2.96,3.79,4.02,5.25,6.27,1.34
158.00,0.14,0.63,0.27,0.11,0.69,1.46,1.22,0.17,0.76,1.55,2.32,2.96,3.53,3.93,5.28,6.18,1.36
159.00,0.13,0.51,0.22,0.13,0.67,1.44,1.09,0.24,0.77,1.55,2.35,3.00,3.54,3.96,5.23,6.27,0.35
160.00,0.12,0.60,0.26,0.11,0.50,1.42,1.29,0.23,0.71,1.57,2.35,3.06,3.61,4.08,5.30,6.27,0.51
161.00,0.14,0.58,0.22,0.12,0.50,1.43,1.28,0.42,0.76,1.35,2.35,3.10,3.59,4.01,5.21,6.26,0.49
162.00,0.14,0.64,0.26,0.14,0.44,1.40,1.27,0.39,0.72,1.57,2.35,3.01,3.63,4.07,5.26,5.95,0.56
163.00,0.14,0.63,0.25,0.14,0.69,1.46,1.03,0.16,0.58,1.28,2.20,2.97,3.61,3.95,5.25,6.25,0.36
164.00,0.13,0.57,0.25,0.10,0.54,1.50,1.09,0.15,0.78,1.54,2.32,2.96,3.60,3.93,5.30,6.21,0.51
165.00,0.13,0.58,0.21,0.12,0.38,1.41,1.09,0.16,0.78,1.30,2.36,2.95,3.58,3.97,5.24,6.24,0.53
166.00,0.14,0.64,0.26,0.14,0.44,1.26,1.28,0.39,0.76,1.57,2.35,3.02,3.63,4.11,5.24,5.95,0.51
167.00,0.13,0.54,0.27,0.10,0.50,1.49,1.32,0.41,0.68,1.57,2.35,2.95,3.53,3.96,5.30,6.21,0.60
168.00,0.14,0.56,0.26,0.14,0.50,1.43,1.06,0.16,0.74,1.56,2.35,2.97,3.61,3.95,5.25,6.20,0.36
169.00,0.14,0.63,0.22,0.15,0.56,1.46,1.28,0.14,0.66,1.56,2.27,3.11,3.53,4.01,5.28,6.25,0.49
170.00,0.12,0.63,0.26,0.12,0.49,1.42,1.29,0.23,0.77,1.57,2.23,3.01,3.66,4.08,5.30,6.28,0.52
171.00,0.14,0.60,0.23,0.15,0.69,1.49,1.09,0.16,0.78,1.35,2.35,3.01,3.79,4.02,5.28,6.20,0.51
172.00,0.14,0.63,0.26,0.14,0.50,1.45,1.28,0.33,0.77,1.55,2.35,3.04,3.54,4.11,5.22,5.79,0.54
173.00,0.14,0.56,0.26,0.13,0.51,1.41,1.21,0.28,0.78,1.39,2.34,3.03,3.61,3.96,5.25,6.25,0.36
174.00,0.14,0.48,0.27,0.11,0.67,1.46,1.22,0.34,0.64,1.30,2.32,3.06,3.53,3.93,5.31,5.97,1.36
175.00,0.13,0.51,0.23,0.14,0.50,1.46,1.09,0.20,0.78,1.34,2.32,2.94,3.58,3.96,5.30,5.89,0.52
176.00,0.14,0.58,0.23,0.12,0.69,1.42,1.10,0.18,0.77,1.35,2.35,2.96,3.79,4.02,5.24,6.27,1.35
177.00,0.14,0.56,0.25,0.14,0.51,1.43,1.25,0.19,0.75,1.55,2.36,3.05,3.52,3.97,5.26,6.25,0.49
178.00,0.14,0.64,0.26,0.13,0.44,1.42,1.35,0.33,0.77,1.56,2.35,3.12,3.61,4.07,5.16,5.96,0.53
179.00,0.14,0.58,0.24,0.13,0.72,1.43,0.96,0.24,0.76,1.40,2.35,2.96,3.77,4.06,5.25,5.78,0.49
180.00,0.13,0.54,0.23,0.11,0.54,1.44,1.32,0.35,0.76,1.57,2.35,3.01,3.61,3.96,5.25,6.24,0.61
181.00,0.14,0.60,0.23,0.14,0.78,1.49,1.09,0.16,0.76,1.35,2.35,3.01,3.79,4.02,5.25,6.20,0.52
182.00,0.13,0.57,0.25,0.12,0.71,1.42,1.29,0.16,0.70,1.34,2.23,2.96,3.77,4.08,5.25,6.27,0.58
183.00,0.14,0.64,0.26,0.13,0.51,1.42,1.29,0.28,0.76,1.56,2.35,3.04,3.61,4.07,5.22,5.96,0.53
184.00,0.13,0.62,0.23,0.12,0.47,1.42,1.32,0.17,0.77,1.35,2.36,2.97,3.54,4.01,5.30,6.27,1.40
185.00,0.14,0.63,0.23,0.11,0.69,1.42,1.10,0.23,0.77,1.57,2.35,3.05,3.79,4.02,5.24,6.28,0.56
186.00,0.14,0.56,0.25,0.12,0.51,1.42,1.06,0.17,0.77,1.56,2.35,2.95,3.58,3.99,5.27,6.26,0.52
187.00,0.14,0.64,0.26,0.14,0.44,1.40,1.28,0.39,0.72,1.29,2.35,3.01,3.63,4.07,5.26,6.23,0.53
188.00,0.13,0.58,0.23,0.12,0.50,1.40,1.05,0.42,0.77,1.35,2.31,3.09,3.62,4.01,5.26,6.16,0.53
189.00,0.14,0.58,0.26,0.14,0.44,1.28,1.28,0.39,0.77,1.56,2.35,3.13,3.66,4.07,5.24,5.94,0.56
