# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
14.00,1.46,0.91,0.06,0.28,1.50,1.26,0.23,0.26,0.34,0.91,1.60,2.56,3.29,4.39,5.16,6.20,0.95
15.00,1.39,0.41,0.08,0.25,1.30,1.46,0.36,0.27,0.50,0.85,1.67,2.49,3.31,4.43,5.14,6.19,0.94
16.00,1.37,0.96,0.07,0.19,1.19,1.37,0.86,0.28,0.73,0.81,1.60,2.54,3.59,4.19,5.12,6.07,1.08
17.00,0.17,1.45,0.07,0.12,1.03,1.42,0.85,0.30,0.78,1.27,1.59,2.36,3.91,4.00,5.06,5.55,1.06
18.00,0.16,0.91,0.09,0.38,1.00,1.37,1.28,0.47,0.59,1.36,2.13,2.98,3.91,4.07,5.18,5.57,1.08
19.00,0.17,1.50,0.42,0.17,0.54,1.28,0.90,0.55,0.59,1.48,1.83,2.36,3.91,4.17,5.19,5.52,0.95
20.00,0.16,1.48,0.42,0.15,0.49,1.44,0.94,0.29,0.74,1.19,1.62,2.36,3.92,4.18,5.22,5.57,1.00
21.00,1.50,0.55,0.08,0.21,0.91,1.47,0.83,0.46,0.50,0.84,1.67,2.55,3.34,4.40,5.12,6.19,1.13
22.00,1.37,1.29,0.09,0.10,0.52,1.43,1.21,0.53,0.78,1.30,1.59,2.48,3.92,4.15,5.14,5.51,1.84
23.00,0.16,1.42,0.44,0.11,0.63,1.46,1.26,0.55,0.74,0.87,1.83,2.36,3.88,4.14,5.23,6.22,0.35
24.00,0.13,1.50,0.42,0.12,0.51,1.29,1.13,0.27,0.59,1.27,1.59,2.37,3.91,4.11,5.12,5.51,1.85
25.00,0.17,1.44,0.42,0.12,0.54,1.36,1.14,0.30,0.78,1.32,1.59,2.36,3.92,4.18,5.13,5.63,1.10
26.00,0.16,1.46,0.50,0.14,0.58,1.37,0.94,0.25,0.62,1.37,1.80,2.42,3.92,4.10,5.08,5.55,0.32
27.00,0.10,1.50,0.42,0.12,0.54,1.44,0.93,0.26,0.73,1.37,1.65,2.37,3.91,4.18,5.22,5.50,1.98
28.00,0.29,1.49,0.45,0.18,0.55,1.42,0.85,0.54,0.74,1.48,1.94,2.37,3.90,4.18,5.24,5.54,1.85
29.00,0.16,1.50,0.42,0.18,0.54,1.49,0.94,0.54,0.77,1.48,1.83,2.36,3.92,4.17,5.23,5.57,1.85
30.00,0.16,1.50,0.28,0.12,0.50,1.44,0.97,0.29,0.60,1.27,1.59,2.36,3.92,4.18,5.13,5.74,1.00
31.00,1.39,0.41,0.08,0.25,1.30,1.44,0.22,0.27,0.50,0.82,1.67,2.49,3.31,4.44,5.14,6.19,0.94
32.00,0.11,1.50,0.39,0.12,0.51,1.47,0.95,0.28,0.75,1.27,1.58,2.37,3.91,4.13,5.22,5.51,1.85
33.00,0.13,1.44,0.28,0.12,0.51,1.44,1.18,0.30,0.60,1.32,1.80,2.36,3.92,4.15,5.17,5.57,0.31
34.00,0.18,1.46,0.51,0.14,0.50,1.44,0.97,0.25,0.60,1.37,1.59,2.42,3.92,4.18,5.21,5.56,0.30
35.00,0.15,1.46,0.27,0.18,0.55,1.44,1.33,0.58,0.73,1.50,1.58,2.36,3.93,4.20,5.19,5.54,1.83
36.00,0.99,1.48,0.11,0.14,0.61,1.25,0.21,0.30,0.74,0.87,1.61,2.36,3.92,4.18,5.16,6.21,0.98
37.00,0.13,1.44,0.43,0.13,0.58,1.44,1.14,0.57,0.60,1.26,1.80,2.36,3.92,4.15,5.07,5.57,0.96
38.00,1.38,0.94,0.07,0.19,1.20,1.37,1.28,0.25,0.73,0.85,1.60,2.54,3.33,4.19,5.08,5.58,1.08
39.00,0.13,1.49,0.42,0.12,0.51,1.44,0.89,0.27,0.69,1.30,1.59,2.36,3.81,4.06,5.22,5.52,1.00
40.00,0.31,1.46,0.06,0.38,0.98,1.44,1.25,0.53,0.43,1.16,2.20,2.90,3.91,3.97,5.10,6.24,0.25
41.00,0.16,1.48,0.26,0.12,0.50,1.45,0.97,0.29,0.60,1.27,1.60,2.40,3.90,4.18,5.13,5.74,1.00
42.00,0.11,1.50,0.39,0.12,0.51,1.47,0.94,0.28,0.75,1.29,1.58,2.37,3.91,4.13,5.22,5.51,1.85
43.00,1.09,1.48,0.11,0.12,0.57,1.26,0.21,0.30,0.69,1.32,1.61,2.39,3.91,4.16,5.05,5.62,0.97
44.00,0.16,1.43,0.28,0.12,0.50,1.44,0.97,0.33,0.65,1.27,1.59,2.36,3.92,4.18,5.13,5.63,1.00
45.00,1.45,0.40,0.06,0.28,1.17,1.49,0.85,0.56,0.70,1.15,1.60,2.57,3.34,4.42,5.13,5.65,1.14
46.00,0.17,1.46,0.28,0.16,0.55,1.13,1.33,0.67,0.74,1.37,1.58,2.82,3.93,4.18,5.13,5.57,0.92
47.00,1.36,0.91,0.07,0.28,1.49,1.27,0.93,0.54,0.72,1.37,1.60,2.48,3.93,4.40,5.14,5.58,1.85
48.00,0.15,1.41,0.43,0.18,0.54,1.50,1.18,0.58,0.75,1.32,1.82,2.39,3.91,4.18,5.19,5.50,1.86
49.00,1.39,0.38,0.07,0.28,1.39,1.46,0.71,0.57,0.58,1.15,1.58,2.55,3.30,4.40,5.13,5.75,1.14
50.00,0.32,1.47,0.06,0.38,0.98,1.47,1.42,0.60,0.78,1.32,2.16,2.97,3.91,4.16,5.06,6.24,0.97
51.00,1.44,0.91,0.07,0.28,1.49,1.27,0.68,0.27,0.73,0.91,1.60,2.54,3.30,4.36,5.12,5.52,1.11
52.00,0.16,1.50,0.42,0.15,0.49,1.44,0.94,0.29,0.73,1.49,1.62,2.42,3.90,4.15,5.24,5.62,1.85
53.00,0.17,1.50,0.43,0.18,0.54,1.28,0.95,0.55,0.26,1.48,1.83,2.39,3.92,4.18,5.23,5.52,1.85
54.00,0.95,1.42,0.42,0.18,0.51,1.44,0.94,0.29,0.74,1.29,1.67,2.36,3.92,4.18,5.22,5.57,1.01
55.00,0.16,1.35,0.26,0.18,0.57,1.48,0.94,0.29,0.74,1.47,1.84,2.36,3.92,4.20,5.22,5.58,1.77
56.00,0.16,1.50,0.42,0.12,0.50,1.44,0.94,0.29,0.74,1.37,1.83,2.36,3.92,4.18,5.23,5.52,1.85
57.00,0.18,1.46,0.45,0.19,0.55,1.42,0.85,0.31,0.71,1.47,1.82,2.36,3.90,4.15,5.18,5.58,1.84
58.00,1.39,0.87,0.07,0.28,1.38,1.43,0.84,0.30,0.43,0.84,2.13,2.48,3.30,4.42,5.12,5.73,1.14
59.00,1.44,0.91,0.07,0.28,1.49,1.27,0.68,0.27,0.72,0.91,1.60,2.54,3.37,4.39,5.12,6.24,1.12
60.00,0.15,1.50,0.41,0.12,0.51,1.46,0.88,0.27,0.69,1.30,1.59,2.36,3.81,4.06,5.22,5.52,1.00
61.00,0.22,1.43,0.11,0.14,0.61,1.40,1.31,0.27,0.74,0.87,2.08,2.39,3.91,4.11,5.16,6.24,0.99
62.00,0.13,1.50,0.42,0.11,0.58,1.46,1.13,0.27,0.59,0.87,1.83,2.37,3.91,4.14,5.12,5.51,1.77
63.00,0.16,0.90,0.09,0.38,1.00,1.45,1.43,0.29,0.68,1.36,2.20,3.02,3.91,4.16,5.18,6.12,0.97
64.00,0.20,1.49,0.43,0.18,0.52,1.43,1.09,0.31,0.33,1.28,1.84,2.36,3.90,4.14,5.12,5.59,1.06
65.00,1.40,0.41,0.09,0.18,1.31,1.27,0.35,0.27,0.30,0.83,1.67,2.38,3.31,4.43,5.15,5.57,1.00
66.00,0.16,1.50,0.10,0.12,0.50,1.44,0.94,0.29,0.74,1.37,1.83,2.36,3.92,4.18,5.23,5.54,1.85
67.00,0.14,1.48,0.28,0.11,0.58,1.29,0.56,0.27,0.76,1.36,1.60,2.84,3.90,4.11,5.08,5.52,1.89
68.00,0.32,1.50,0.41,0.13,0.55,1.29,0.86,0.29,0.59,1.32,2.12,2.36,3.93,4.18,5.06,5.55,0.99
69.00,0.15,0.43,0.09,0.22,1.30,1.45,0.55,0.27,0.42,0.80,1.60,2.48,3.32,4.43,5.13,6.21,0.32
70.00,1.41,1.06,0.07,0.19,1.19,1.33,0.86,0.30,0.73,0.84,1.66,2.54,3.58,4.19,5.12,5.56,1.08
71.00,0.18,1.35,0.77,0.15,0.51,1.32,0.94,0.24,0.74,1.47,1.83,2.39,3.92,4.18,5.24,5.53,1.25
72.00,1.39,0.94,0.08,0.19,1.49,1.34,0.88,0.27,0.72,0.80,1.59,2.54,3.54,4.19,5.08,5.62,1.12
73.00,0.18,1.44,0.43,0.18,0.51,1.50,1.18,0.37,0.71,1.32,1.84,2.39,3.91,4.18,5.24,5.50,1.85
74.00,1.46,0.26,0.08,0.28,1.49,1.26,0.37,0.26,0.34,0.85,1.60,2.49,3.29,4.43,5.14,6.20,0.93
75.00,0.16,1.49,0.43,0.13,0.58,1.30,1.14,0.58,0.76,1.27,1.78,2.36,3.92,4.15,5.07,5.59,0.96
76.00,0.30,1.42,0.07,0.17,1.02,1.33,1.23,0.40,0.70,1.39,2.20,2.89,3.91,3.96,5.10,5.63,0.31
77.00,0.15,1.50,0.41,0.12,0.57,1.45,0.93,0.29,0.69,1.32,1.79,2.36,3.92,4.16,5.11,5.51,0.97
78.00,0.32,1.45,0.07,0.21,1.03,1.47,1.27,0.40,0.50,1.30,1.79,2.55,3.90,4.13,5.08,6.22,1.14
79.00,0.10,1.31,0.39,0.16,0.52,1.30,0.94,0.28,0.68,1.29,1.58,2.37,3.92,4.18,5.24,5.54,1.90
80.00,0.16,1.38,0.07,0.38,1.00,1.36,1.28,0.48,0.59,1.36,2.13,2.98,3.91,4.11,5.18,5.61,1.08
81.00,0.20,1.49,0.43,0.18,0.52,1.46,1.09,0.31,0.33,1.28,1.84,2.36,3.90,4.14,5.12,5.59,1.10
82.00,0.21,1.50,0.42,0.18,0.54,1.28,0.88,0.56,0.26,1.49,1.83,2.42,3.92,4.18,5.23,5.57,1.85
83.00,0.27,1.49,0.27,0.16,0.51,1.30,1.16,0.39,0.60,1.36,1.79,2.45,3.92,4.18,5.17,5.72,0.92
84.00,1.37,1.29,0.09,0.12,0.52,1.43,0.94,0.53,0.78,1.37,1.59,2.48,3.92,4.15,5.14,5.51,1.84
85.00,0.13,1.49,0.42,0.12,0.49,1.29,1.14,0.27,0.59,1.27,1.69,2.37,3.91,4.11,5.23,5.51,1.82
86.00,0.29,1.49,0.45,0.18,0.53,1.42,0.85,0.26,0.71,1.48,1.96,2.36,3.90,4.18,5.25,6.11,1.85
87.00,0.23,1.50,0.41,0.14,0.51,1.30,1.21,0.48,0.59,1.29,1.59,2.42,3.79,4.01,5.17,5.55,0.37
88.00,0.17,1.49,0.27,0.16,0.51,1.30,0.89,0.27,0.78,1.50,1.58,2.36,3.92,4.18,5.17,5.54,0.92
89.00,0.94,1.42,0.42,0.12,0.52,1.44,0.94,0.22,0.71,1.29,1.67,2.36,3.92,4.20,5.22,5.57,1.09
90.00,0.16,1.50,0.09,0.13,0.54,1.47,0.94,0.55,0.77,1.50,1.83,2.36,3.92,4.18,5.23,6.20,1.85
91.00,0.16,1.35,0.78,0.18,0.51,1.32,0.94,0.29,0.60,1.39,1.83,2.39,3.92,4.18,5.24,5.53,1.09
92.00,0.16,1.44,0.42,0.16,0.50,1.29,0.94,0.29,0.56,1.32,2.11,2.37,3.90,4.17,5.11,5.62,1.85
93.00,0.13,1.48,0.45,0.13,0.49,1.44,0.90,0.30,0.73,1.49,1.80,2.37,3.90,4.20,5.24,5.52,1.92
94.00,0.31,1.33,0.42,0.14,0.59,1.41,0.94,0.26,0.71,1.37,1.63,2.40,3.92,4.18,5.12,5.51,1.13
95.00,0.18,1.49,0.29,0.12,0.50,1.44,0.97,0.29,0.60,1.27,1.59,2.38,3.92,4.18,5.21,5.74,1.00
96.00,0.17,1.48,0.12,0.12,0.54,1.45,1.13,0.33,0.56,1.32,1.59,2.38,3.90,4.18,5.13,6.27,1.82
97.00,1.44,0.40,0.07,0.28,1.20,1.42,1.25,0.57,0.75,1.16,1.60,2.56,3.18,4.42,5.12,5.62,1.11
98.00,0.16,1.50,0.44,0.18,0.54,1.49,0.94,0.70,0.74,1.48,1.83,2.36,3.92,4.18,5.23,5.57,1.85
99.00,0.13,1.46,0.12,0.19,0.55,1.45,1.12,0.33,0.56,1.30,2.14,2.38,3.90,4.20,5.13,6.27,1.82
100.00,0.12,1.45,0.27,0.13,0.53,1.30,0.57,0.49,0.70,1.53,1.63,2.84,3.90,4.11,5.12,5.53,1.86
101.00,0.31,1.45,0.07,0.23,0.62,1.43,1.35,0.40,0.43,1.16,1.60,2.91,3.88,4.20,5.10,5.63,0.25
102.00,1.39,0.41,0.09,0.26,1.28,1.46,0.34,0.30,0.50,0.84,1.67,2.49,3.31,4.43,5.14,6.19,0.94
103.00,0.16,1.43,0.28,0.12,0.50,1.44,0.97,0.33,0.65,1.27,1.59,2.36,3.92,4.18,5.13,5.63,0.98
104.00,0.13,1.34,0.42,0.12,0.54,1.45,1.13,0.29,0.78,1.30,1.59,2.36,3.92,4.18,5.22,5.63,1.10
105.00,1.09,1.48,0.11,0.14,0.62,1.25,0.21,0.27,0.76,0.87,1.61,2.39,3.91,4.18,5.08,6.21,0.99
106.00,1.41,0.99,0.12,0.19,1.19,1.47,0.93,0.25,0.77,0.86,1.60,2.36,3.92,4.19,5.12,6.20,1.75
107.00,0.15,1.41,0.43,0.18,0.54,1.30,1.18,0.58,0.75,1.31,1.82,2.39,3.91,4.20,5.19,5.52,1.89
108.00,0.17,1.50,0.42,0.16,0.54,1.29,0.94,0.55,0.59,1.48,1.83,2.36,3.92,4.17,5.19,5.51,1.82
109.00,0.26,1.23,0.09,0.15,0.61,1.49,1.31,0.27,0.74,0.87,2.08,2.39,3.91,4.11,5.23,5.62,0.99
110.00,0.13,1.49,0.42,0.12,0.51,1.29,1.14,0.27,0.59,1.27,1.69,2.37,3.91,4.11,5.10,5.51,1.82
111.00,0.20,1.49,0.09,0.18,0.52,1.42,0.86,0.27,0.33,1.28,1.84,2.36,3.90,4.14,5.12,5.59,1.06
112.00,0.17,1.46,0.28,0.16,0.55,1.13,1.33,0.67,0.74,1.37,1.58,2.82,3.93,4.18,5.13,5.57,0.92
113.00,1.39,0.43,0.09,0.22,1.28,1.25,0.56,0.27,0.43,0.80,1.60,2.49,3.34,4.43,5.13,6.21,0.32
114.00,0.16,1.49,0.44,0.14,0.54,1.47,0.21,0.29,0.73,1.26,1.58,2.40,3.93,4.17,5.17,5.51,0.99
115.00,0.17,1.49,0.27,0.16,0.51,1.30,0.86,0.28,0.78,1.32,1.80,2.45,3.92,4.18,5.17,5.56,0.92
116.00,0.16,1.50,0.42,0.18,0.50,1.28,0.94,0.29,0.74,1.47,1.83,2.36,3.90,4.17,5.23,5.62,1.85
117.00,1.04,1.42,0.42,0.18,0.51,1.44,0.94,0.29,0.74,1.29,1.67,2.36,3.92,4.18,5.26,5.57,1.01
118.00,1.30,0.92,0.07,0.17,1.39,1.32,0.80,0.26,0.44,0.87,1.81,2.54,3.34,4.43,5.13,5.65,1.14
119.00,0.28,1.45,0.07,0.17,1.03,1.42,1.30,0.32,0.42,1.18,1.80,2.90,3.88,4.01,5.06,5.55,1.73
120.00,0.18,1.44,0.43,0.18,0.51,1.29,1.18,0.37,0.71,1.31,1.84,2.39,3.91,4.20,5.24,5.52,1.85
121.00,1.45,1.28,0.09,0.12,0.55,1.43,0.69,0.16,0.78,0.91,1.59,2.54,3.32,4.14,5.12,6.18,1.11
122.00,0.13,1.50,0.43,0.12,0.51,1.44,0.89,0.27,0.78,1.30,1.59,2.38,3.81,4.06,5.22,5.52,1.00
123.00,0.16,1.41,0.28,0.16,0.50,1.49,1.29,0.24,0.74,1.37,1.82,2.36,3.92,4.18,5.19,5.58,0.95
124.00,0.17,1.50,0.43,0.15,0.54,1.44,0.96,0.55,0.27,1.48,1.80,2.39,3.92,4.18,5.23,5.52,1.85
125.00,1.39,0.94,0.07,0.19,0.54,1.37,1.28,0.25,0.73,0.81,1.60,2.54,3.33,4.19,5.08,6.10,1.08
126.00,0.16,1.40,0.11,0.11,0.63,1.28,0.90,0.26,0.74,1.33,1.60,2.36,3.91,4.15,5.21,5.62,0.91
127.00,0.16,1.40,0.08,0.18,1.48,1.39,0.86,0.69,0.45,0.82,1.86,2.37,3.53,4.21,5.19,5.63,0.94
128.00,1.39,1.43,0.07,0.19,1.20,1.34,1.21,0.30,0.73,0.84,1.66,2.49,3.32,4.20,5.14,6.10,0.94
129.00,0.17,1.48,0.26,0.16,0.51,1.29,0.56,0.28,0.76,1.36,1.59,2.37,3.88,4.18,5.17,5.56,0.92
130.00,1.44,0.91,0.07,0.28,1.49,1.32,0.65,0.26,0.72,0.91,1.60,2.54,3.37,4.42,5.13,6.26,1.12
131.00,0.17,1.45,0.07,0.21,1.03,1.47,0.88,0.41,0.49,1.30,1.79,2.55,3.90,4.13,5.08,5.55,1.14
132.00,0.16,1.47,0.43,0.18,0.50,1.29,0.94,0.29,0.74,1.47,1.83,2.36,3.90,4.18,5.22,5.57,1.88
133.00,0.29,1.47,0.09,0.39,0.98,1.40,1.32,0.18,0.43,0.79,2.20,2.97,3.32,4.42,5.10,5.61,0.28
134.00,0.28,1.45,0.07,0.17,1.03,1.42,0.94,0.32,0.72,1.18,1.80,2.89,3.88,4.01,5.06,5.54,1.87
135.00,0.17,0.91,0.09,0.25,1.00,1.37,1.28,0.47,0.42,1.32,2.20,2.89,3.91,4.08,5.11,5.57,1.08
136.00,0.28,1.31,0.43,0.16,0.54,1.35,0.65,0.27,0.68,1.32,1.80,2.36,3.92,4.15,5.24,5.54,0.84
137.00,1.39,0.94,0.09,0.18,1.20,1.37,1.28,0.25,0.31,0.83,1.60,2.54,3.33,4.19,5.15,6.17,1.08
138.00,0.20,1.49,0.38,0.18,0.52,1.46,1.09,0.27,0.33,1.28,1.61,2.36,3.90,4.14,5.12,5.59,1.06
139.00,1.37,0.96,0.07,0.19,1.19,1.37,0.86,0.29,0.73,0.84,1.60,2.54,3.59,4.19,5.12,5.56,1.08
140.00,0.14,1.48,0.28,0.11,0.58,1.29,0.57,0.27,0.71,1.30,1.59,2.84,3.92,4.11,5.08,5.55,0.36
141.00,0.13,1.43,0.12,0.12,0.54,1.42,1.04,0.30,0.74,1.30,1.74,2.38,3.90,4.20,5.13,6.27,1.85
142.00,0.13,1.50,0.42,0.15,0.51,1.29,1.11,0.27,0.60,1.27,1.59,2.42,3.90,4.11,5.12,5.51,1.85
143.00,0.13,1.49,0.42,0.12,0.51,1.29,0.93,0.27,0.75,1.29,1.58,2.37,3.91,4.11,5.22,5.51,1.85
144.00,0.16,1.50,0.29,0.12,0.51,1.40,0.93,0.53,0.66,1.31,2.16,2.36,3.92,4.20,5.10,5.74,1.01
145.00,0.31,1.45,0.07,0.21,1.03,1.47,1.26,0.40,0.50,0.79,1.69,2.52,3.35,4.12,5.12,5.66,1.13
146.00,0.17,1.50,0.42,0.18,0.54,1.28,0.94,0.55,0.38,1.48,1.83,2.42,3.92,4.18,5.23,5.57,1.85
147.00,1.44,0.91,0.07,0.28,1.49,1.30,0.87,0.26,0.72,0.91,1.60,2.54,3.37,4.46,5.13,6.26,1.12
148.00,0.16,1.47,0.42,0.18,0.50,1.28,0.94,0.29,0.74,1.47,1.83,2.36,3.92,4.18,5.22,5.57,0.97
149.00,0.31,1.46,0.06,0.37,0.98,1.44,1.25,0.53,0.60,1.16,2.13,2.98,3.90,3.97,5.17,6.24,0.25
150.00,0.20,1.45,0.07,0.14,1.47,1.39,0.86,0.39,0.44,0.84,2.11,2.37,3.54,4.67,5.10,5.63,1.17
151.00,0.18,1.46,0.07,0.19,0.55,1.42,0.87,0.56,0.70,1.47,1.84,2.90,3.90,4.15,5.18,5.65,1.70
152.00,0.10,1.50,0.42,0.18,0.54,1.44,0.94,0.29,0.73,1.32,1.65,2.36,3.91,4.18,5.22,5.57,1.80
153.00,0.31,1.50,0.07,0.23,0.62,1.43,0.87,0.40,0.43,1.30,1.59,2.91,3.81,4.20,5.10,5.63,0.25
154.00,0.16,1.47,0.42,0.15,0.49,1.44,0.94,0.29,0.74,1.31,1.62,2.36,3.92,4.18,5.22,5.57,0.97
155.00,0.16,1.47,0.42,0.15,0.49,1.44,0.94,0.26,0.73,1.31,1.65,2.36,3.91,4.18,5.22,5.57,0.97
156.00,0.15,0.87,0.07,0.19,1.21,1.37,1.33,0.25,0.73,0.81,1.59,2.58,3.33,4.20,5.08,6.10,1.85
157.00,0.16,1.49,0.44,0.12,0.54,1.47,0.80,0.29,0.73,1.26,1.58,2.37,3.93,4.17,5.17,5.51,0.91
158.00,0.16,1.50,0.26,0.13,0.58,1.12,0.95,0.67,0.78,1.37,1.85,2.42,3.92,4.10,5.08,5.58,1.84
159.00,1.45,0.74,0.07,0.15,1.48,1.42,0.83,0.27,0.73,0.94,1.63,2.36,3.91,4.18,5.12,6.10,0.96
160.00,0.16,1.50,0.39,0.18,0.58,1.26,1.09,0.29,0.30,1.29,2.15,2.38,3.90,4.14,5.12,5.52,1.06
161.00,0.17,1.48,0.27,0.12,0.50,1.45,1.01,0.29,0.60,1.27,1.60,2.85,3.90,4.18,5.13,5.54,1.00
162.00,0.24,1.44,0.36,0.14,0.46,1.30,1.26,0.24,0.77,1.27,1.82,2.36,3.92,4.18,5.16,6.24,1.06
163.00,0.17,1.44,0.42,0.12,0.54,1.45,1.13,0.30,0.78,1.30,1.59,2.36,3.92,4.18,5.12,5.63,1.10
164.00,0.28,1.31,0.42,0.16,0.52,1.30,0.87,0.27,0.68,1.32,1.80,2.36,3.92,4.18,5.24,5.54,0.84
165.00,0.16,1.50,0.08,0.18,1.48,1.39,0.86,0.56,0.44,0.82,2.11,2.37,3.54,4.21,5.10,5.63,1.17
166.00,0.16,1.34,0.43,0.12,0.52,1.26,1.17,0.30,0.60,1.37,1.62,2.39,3.92,4.17,5.19,5.51,0.99
167.00,0.13,1.48,0.45,0.18,0.49,1.44,0.90,0.30,0.73,1.49,1.80,2.37,3.90,4.20,5.24,5.52,1.92
168.00,0.13,1.45,0.28,0.18,0.58,1.36,0.94,0.30,0.76,1.32,1.79,2.37,3.90,4.14,5.08,6.25,1.89
169.00,0.16,1.41,0.42,0.15,0.50,1.44,0.94,0.29,0.71,1.30,1.84,2.42,3.92,4.20,5.25,5.62,1.85
170.00,1.39,0.53,0.08,0.21,1.42,1.47,1.16,0.30,0.50,1.15,1.67,2.55,3.34,4.40,5.17,6.18,1.13
171.00,0.16,1.49,0.43,0.13,0.52,1.30,1.11,0.32,0.76,1.29,1.84,2.36,3.90,4.15,5.09,5.59,1.06
172.00,0.13,1.49,0.42,0.12,0.51,1.29,1.26,0.27,0.59,1.27,1.57,2.37,3.89,4.11,5.10,5.51,1.85
173.00,0.27,1.49,0.27,0.16,0.51,1.13,1.17,0.39,0.60,1.36,1.79,2.45,3.92,4.18,5.13,5.63,0.92
174.00,0.13,1.44,0.07,0.39,1.00,1.37,0.89,0.27,0.59,1.36,2.12,3.00,3.91,4.08,5.10,5.61,1.11
175.00,0.13,1.44,0.28,0.13,0.58,1.44,1.14,0.57,0.60,1.26,1.59,2.36,3.92,4.15,5.09,5.57,0.95
176.00,0.19,1.41,0.42,0.15,0.50,1.44,0.94,0.29,0.71,1.30,1.84,2.42,3.92,4.18,5.25,5.62,1.85
177.00,0.13,1.49,0.42,0.12,0.51,1.29,0.93,0.27,0.59,1.27,1.83,2.37,3.92,4.11,5.22,5.57,1.85
178.00,0.23,1.50,0.41,0.14,0.51,1.30,1.20,0.48,0.58,1.36,1.59,2.43,3.78,4.01,5.17,5.53,1.90
179.00,1.26,0.42,0.07,0.28,1.32,1.45,0.85,0.57,0.74,1.15,1.62,2.54,3.31,4.41,5.21,5.58,1.80
180.00,0.23,1.49,0.27,0.16,0.54,1.47,0.21,0.39,0.73,1.36,1.80,2.45,3.92,4.18,5.17,5.77,0.92
181.00,0.16,1.50,0.39,0.12,0.58,1.26,0.98,0.29,0.72,1.37,2.16,2.37,3.92,4.18,5.23,5.52,0.95
182.00,0.13,1.45,0.43,0.13,0.52,1.44,1.11,0.31,0.60,1.29,1.84,2.36,3.90,4.15,5.09,5.57,1.06
183.00,0.33,1.37,0.06,0.37,0.98,1.47,1.45,0.65,0.58,1.32,2.16,2.97,3.92,4.16,5.06,6.21,1.84
184.00,0.16,1.38,0.07,0.38,1.00,1.47,1.15,0.59,0.59,1.36,2.13,2.98,3.91,4.07,5.05,5.58,1.08
185.00,0.10,1.50,0.42,0.12,0.54,1.29,0.93,0.26,0.73,1.37,1.58,2.37,3.91,4.17,5.22,5.50,1.98
186.00,1.19,1.47,0.26,0.12,0.57,1.43,1.01,0.25,0.77,1.32,1.80,2.38,3.92,4.18,5.11,5.57,1.77
187.00,0.16,1.45,0.11,0.18,0.63,1.40,1.33,0.27,0.55,0.89,1.86,2.37,3.90,4.11,5.11,5.54,1.84
188.00,0.13,1.45,0.28,0.13,0.59,1.29,0.52,0.48,0.76,1.19,1.64,2.61,3.91,4.11,5.13,6.10,0.97
189.00,0.13,1.42,0.27,0.12,0.50,1.45,1.01,0.29,0.60,1.27,1.70,2.85,3.90,4.20,5.13,5.54,1.00
