# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
22.00,0.18,1.46,0.42,0.16,0.42,1.46,1.31,0.28,0.59,1.24,1.58,2.40,3.77,4.09,5.13,5.54,1.36
23.00,1.07,0.10,0.10,0.26,1.39,1.43,0.79,0.21,0.45,0.88,1.60,2.54,3.15,4.51,5.12,6.15,0.98
24.00,0.28,0.13,0.17,0.26,1.41,1.47,0.47,0.19,0.57,0.87,1.67,2.53,3.25,4.54,5.09,5.63,1.11
25.00,0.24,1.42,0.19,0.12,0.60,1.40,0.72,0.13,0.62,1.35,1.61,2.38,3.85,4.14,5.11,6.26,1.22
26.00,0.62,1.13,0.10,0.12,1.00,1.27,0.70,0.19,0.64,1.20,1.67,2.39,3.91,3.97,5.37,5.95,1.46
27.00,1.45,0.94,0.09,0.21,1.35,1.40,0.77,0.26,0.77,0.87,1.59,2.38,3.40,4.61,5.13,6.18,0.88
28.00,0.17,1.41,0.42,0.16,0.53,1.26,1.49,0.36,0.53,1.24,1.58,2.40,3.77,4.09,5.13,5.54,0.97
29.00,0.53,1.11,0.09,0.12,0.98,1.47,0.55,0.30,0.44,1.35,1.59,2.41,3.90,3.97,5.14,5.64,1.20
30.00,0.16,1.36,0.42,0.12,0.60,1.40,0.36,0.28,0.64,1.36,1.59,2.40,3.91,4.19,5.38,6.17,1.11
31.00,0.17,1.49,0.42,0.12,0.53,1.46,0.37,0.19,0.63,1.32,1.59,2.38,3.91,4.10,5.11,6.17,1.30
32.00,0.32,0.92,0.09,0.12,1.27,1.36,0.39,0.19,0.77,0.86,1.59,2.37,3.40,4.13,5.06,6.23,0.88
33.00,0.17,1.36,0.42,0.12,0.60,1.40,0.37,0.19,0.64,1.36,1.59,2.38,3.92,4.19,5.37,6.17,1.30
34.00,0.21,1.49,0.10,0.11,0.66,1.40,0.35,0.18,0.58,1.20,1.60,2.37,3.92,4.11,5.05,6.11,0.99
35.00,0.17,1.48,0.52,0.16,0.53,1.40,1.09,0.17,0.62,1.19,1.58,2.39,3.78,4.09,5.12,5.67,0.87
36.00,0.18,1.42,0.19,0.12,0.60,1.40,1.09,0.17,0.68,1.35,1.58,2.39,3.77,4.09,5.12,6.24,0.67
37.00,1.41,1.06,0.10,0.23,1.42,1.27,0.54,0.12,0.75,0.84,1.81,2.38,3.32,4.53,5.11,6.25,1.22
38.00,0.16,1.36,0.09,0.16,1.00,1.44,0.46,0.28,0.52,1.20,2.29,2.55,3.88,3.99,5.10,5.59,1.32
39.00,0.25,1.35,0.10,0.11,0.99,1.41,0.35,0.27,0.42,1.32,1.65,2.47,3.90,3.98,5.06,6.06,1.14
40.00,0.17,1.43,0.43,0.16,0.60,1.40,0.46,0.19,0.64,1.28,1.59,2.56,3.92,4.18,5.11,5.59,1.30
41.00,0.55,1.32,0.15,0.16,0.98,1.40,0.56,0.19,0.44,1.09,1.66,2.36,3.90,3.97,5.12,6.19,0.99
42.00,0.25,1.42,0.19,0.12,0.60,1.40,0.72,0.18,0.62,1.35,1.67,2.38,3.85,4.14,5.11,6.20,1.22
43.00,0.17,1.50,0.42,0.13,0.43,1.40,0.37,0.19,0.64,1.33,1.59,2.38,3.92,4.17,5.40,6.17,1.22
44.00,0.17,1.41,0.17,0.12,0.51,1.41,1.13,0.20,0.47,1.38,1.82,2.37,3.78,4.12,5.14,5.66,0.96
45.00,0.16,1.44,0.17,0.16,0.63,1.41,1.14,0.19,0.58,1.32,1.83,2.38,3.81,4.12,5.09,5.66,0.94
46.00,0.16,1.49,0.11,0.11,0.53,1.43,0.71,0.14,0.58,1.25,1.59,2.40,3.90,4.11,5.02,5.54,0.95
47.00,1.26,0.47,0.08,0.16,1.42,1.41,0.35,0.27,0.36,0.86,1.66,2.51,3.34,4.31,5.16,6.05,1.08
48.00,0.18,1.50,0.49,0.13,0.53,1.31,1.41,0.24,0.58,1.25,1.60,2.40,3.91,4.13,5.31,6.14,1.33
49.00,0.25,1.49,0.42,0.12,0.50,1.47,0.71,0.25,0.53,1.31,1.59,2.40,3.85,4.10,5.11,6.23,1.06
50.00,0.16,1.36,0.09,0.16,1.27,1.45,0.46,0.21,0.49,1.15,2.29,2.55,3.88,3.99,5.10,5.58,1.31
51.00,1.44,0.92,0.11,0.17,1.31,1.40,0.39,0.19,0.61,0.87,1.83,2.38,3.40,4.54,5.15,6.20,1.32
52.00,1.02,1.49,0.11,0.11,0.66,1.35,0.36,0.15,0.58,1.33,1.59,2.37,3.92,4.11,5.11,6.15,0.99
53.00,0.28,1.49,0.09,0.11,0.66,1.35,0.36,0.18,0.58,1.32,1.59,2.37,3.92,4.11,5.06,6.15,0.99
54.00,0.16,1.46,0.17,0.16,0.63,1.41,1.14,0.21,0.62,1.32,2.24,2.37,3.78,4.12,5.12,5.66,1.21
55.00,0.18,1.42,0.18,0.17,0.41,1.26,1.31,0.28,0.59,1.39,2.20,2.61,3.79,4.13,5.08,5.57,1.37
56.00,0.17,1.46,0.41,0.12,0.35,1.47,0.75,0.27,0.59,1.31,1.59,2.37,3.77,4.12,5.06,5.57,0.80
57.00,0.16,1.46,0.16,0.15,0.54,1.39,0.77,0.25,0.62,1.21,2.24,2.44,3.78,4.10,5.36,5.58,1.33
58.00,0.30,1.31,0.09,0.26,1.28,1.40,0.58,0.21,0.49,1.15,2.19,2.55,3.80,4.34,5.09,5.57,0.97
59.00,0.16,1.50,0.18,0.17,0.54,1.44,0.85,0.28,0.66,1.37,2.23,2.38,3.85,4.17,5.13,5.55,1.10
60.00,0.16,1.49,0.11,0.11,0.53,1.39,0.71,0.14,0.58,1.19,1.60,2.50,3.90,4.11,4.97,5.56,0.95
61.00,0.53,1.12,0.10,0.11,0.96,1.26,0.39,0.19,0.48,1.33,1.59,2.40,3.93,3.98,5.39,6.18,0.99
62.00,0.17,1.49,0.44,0.11,0.54,1.40,0.68,0.19,0.57,1.21,1.58,2.38,3.82,4.11,5.05,5.54,0.99
63.00,0.12,1.47,0.58,0.12,0.53,1.38,1.47,0.27,0.53,1.37,1.59,2.40,3.78,4.09,5.09,5.54,0.97
64.00,1.37,1.49,0.11,0.12,0.53,1.40,0.58,0.19,0.58,1.20,1.59,2.47,3.92,4.11,5.02,5.56,0.94
65.00,1.06,0.14,0.10,0.26,1.40,1.36,0.78,0.19,0.45,0.88,1.82,2.54,3.17,4.52,5.15,5.64,1.15
66.00,0.16,1.44,0.17,0.16,0.63,1.41,1.15,0.14,0.59,1.38,2.26,2.37,3.79,4.12,5.08,5.73,0.94
67.00,0.17,1.46,0.17,0.16,0.63,1.27,1.14,0.21,0.62,1.37,2.21,2.56,3.78,4.17,5.12,5.68,1.10
68.00,0.31,1.30,0.15,0.16,0.52,1.44,0.58,0.27,0.47,1.20,1.60,2.37,3.91,4.17,5.11,5.57,0.98
69.00,1.26,0.43,0.08,0.17,1.29,1.40,0.34,0.26,0.76,0.84,1.61,2.63,3.34,4.61,5.16,6.04,1.09
70.00,0.31,1.18,0.15,0.16,0.52,1.27,0.57,0.27,0.44,1.32,2.27,2.37,3.91,4.17,5.12,5.57,0.98
71.00,0.24,1.49,0.52,0.17,0.53,1.40,0.72,0.13,0.62,1.32,1.61,2.38,3.85,4.14,5.11,5.56,1.22
72.00,1.48,0.09,0.07,0.26,1.36,1.47,0.46,0.28,0.45,0.87,1.82,2.39,3.17,4.61,5.14,5.58,1.16
73.00,0.18,1.50,0.18,0.17,0.54,1.45,0.82,0.28,0.66,1.37,2.23,2.61,3.85,4.16,5.13,5.55,1.10
74.00,0.53,1.12,0.11,0.11,0.52,1.26,0.38,0.19,0.68,1.32,1.59,2.40,3.78,3.98,5.39,6.24,0.87
75.00,0.16,1.46,0.17,0.15,0.52,1.30,1.45,0.24,0.62,1.17,2.24,2.40,3.78,4.10,5.09,5.57,1.32
76.00,0.16,1.49,0.12,0.11,0.53,1.46,0.71,0.28,0.68,1.32,1.58,2.47,3.77,4.09,5.02,5.56,0.87
77.00,1.27,0.43,0.08,0.33,1.41,1.49,0.74,0.22,0.55,0.85,1.61,2.65,3.34,4.61,5.08,6.03,1.35
78.00,1.48,0.88,0.09,0.33,1.29,1.41,0.41,0.30,0.74,0.87,1.63,2.65,3.33,4.60,5.50,5.70,0.99
79.00,0.16,1.49,0.19,0.16,0.52,1.36,1.13,0.25,0.62,1.31,2.27,2.58,3.77,4.34,5.12,5.67,1.00
80.00,0.16,1.49,0.12,0.11,0.53,1.46,0.71,0.19,0.68,1.32,1.58,2.47,3.77,4.09,5.02,5.56,0.87
81.00,0.25,1.35,0.10,0.16,0.99,1.28,0.51,0.33,0.42,1.17,1.65,2.48,3.90,3.99,5.06,5.99,1.14
82.00,0.26,1.36,0.15,0.16,0.54,1.44,0.35,0.25,0.40,1.20,1.66,2.42,3.77,4.55,5.14,6.06,1.20
83.00,1.41,0.98,0.09,0.26,1.16,1.39,0.39,0.32,0.74,0.85,1.83,2.79,3.32,4.53,5.15,6.20,0.88
84.00,0.17,1.42,0.17,0.16,0.63,1.21,1.43,0.21,0.46,1.43,2.25,2.37,3.78,4.14,5.12,5.54,1.10
85.00,0.26,1.46,0.17,0.15,0.41,1.30,1.29,0.24,0.62,1.17,2.29,2.39,3.76,4.10,5.27,5.57,1.32
86.00,0.51,1.12,0.10,0.11,0.96,1.26,0.39,0.19,0.48,1.33,1.59,2.40,3.93,3.98,5.39,6.15,0.99
87.00,1.27,0.42,0.08,0.17,1.31,1.40,0.43,0.25,0.76,0.84,1.61,2.54,3.33,4.61,5.14,6.04,1.09
88.00,0.18,1.50,0.10,0.11,0.99,1.41,0.35,0.27,0.42,1.32,1.65,2.47,3.90,3.96,5.06,6.06,1.14
89.00,0.25,1.35,0.10,0.11,0.93,1.41,0.35,0.27,0.42,1.20,1.66,2.37,3.84,3.98,5.06,6.07,1.14
90.00,1.42,0.97,0.09,0.23,1.29,1.48,0.35,0.12,0.74,0.85,1.83,2.48,3.32,4.55,5.04,6.18,1.19
91.00,0.12,1.47,0.40,0.12,0.51,1.31,0.82,0.28,0.59,1.31,2.19,2.37,3.77,4.10,5.05,6.21,1.11
92.00,0.55,1.31,0.09,0.12,0.98,1.40,0.56,0.19,0.44,1.09,1.58,2.36,3.90,3.97,5.12,6.19,0.98
93.00,0.31,1.31,0.09,0.25,1.23,1.40,0.86,0.28,0.49,1.15,2.19,2.54,3.80,4.09,5.09,5.54,1.12
94.00,0.27,1.45,0.18,0.16,0.41,1.26,1.29,0.19,0.59,1.39,2.29,2.80,3.76,4.18,5.27,5.67,0.89
95.00,0.24,1.42,0.10,0.11,0.54,1.40,0.23,0.14,0.46,1.19,1.62,2.37,3.92,4.11,5.05,6.12,1.05
96.00,0.16,1.47,0.43,0.11,0.46,1.40,0.33,0.36,0.42,1.32,1.65,2.40,3.90,4.15,5.06,5.59,1.14
97.00,0.19,1.47,0.42,0.11,0.55,1.40,0.85,0.18,0.47,1.36,1.61,2.39,3.86,4.13,5.38,6.17,1.01
98.00,0.16,1.47,0.18,0.16,0.42,1.26,1.45,0.21,0.43,1.42,2.26,2.98,3.90,4.38,5.27,5.81,1.36
99.00,0.16,1.49,0.47,0.11,0.53,1.39,0.71,0.14,0.58,1.25,1.60,2.47,3.90,4.11,5.12,5.54,0.95
100.00,0.17,1.46,0.42,0.16,0.53,1.46,1.36,0.19,0.52,1.24,1.62,2.39,3.78,4.13,5.13,5.54,0.95
101.00,0.16,1.44,0.19,0.16,0.63,1.25,1.14,0.21,0.59,1.38,2.24,2.37,3.78,4.12,5.08,5.66,1.22
102.00,0.25,1.30,0.15,0.16,0.52,1.44,0.70,0.27,0.47,1.20,1.60,2.37,3.91,4.17,5.11,6.24,1.10
103.00,1.07,0.10,0.09,0.26,1.39,1.36,0.79,0.21,0.45,0.88,1.82,2.54,3.19,4.53,5.14,5.64,1.32
104.00,1.27,0.43,0.08,0.17,1.29,1.40,0.54,0.26,0.76,0.84,1.61,2.63,3.32,4.61,5.15,6.04,1.09
105.00,0.18,1.42,0.14,0.17,0.41,1.41,1.31,0.28,0.59,1.39,2.26,2.39,3.79,4.13,5.08,5.59,1.37
106.00,0.18,1.39,0.42,0.15,0.42,1.39,0.70,0.14,0.59,1.24,1.58,2.39,3.77,4.09,5.13,5.54,0.94
107.00,0.17,1.26,0.42,0.12,0.54,1.40,1.26,0.25,0.57,1.21,1.60,2.38,3.80,4.07,5.38,5.98,1.30
108.00,1.48,0.17,0.06,0.28,1.35,1.47,0.46,0.11,0.31,1.33,1.84,2.38,3.40,4.61,5.14,5.68,1.16
109.00,1.27,0.43,0.08,0.17,1.40,1.40,0.74,0.26,0.59,0.86,1.67,2.61,3.34,4.61,5.15,6.04,1.09
110.00,0.16,1.44,0.17,0.16,0.63,1.41,1.15,0.21,0.59,1.38,2.24,2.37,3.78,4.12,5.08,5.73,1.22
111.00,0.24,1.42,0.10,0.11,0.54,1.40,0.35,0.14,0.46,1.19,1.62,2.37,3.92,4.11,5.05,6.12,1.05
112.00,0.16,1.46,0.15,0.11,0.41,1.36,0.73,0.18,0.67,1.32,1.59,2.58,3.79,4.11,5.11,5.62,1.00
113.00,1.41,0.99,0.10,0.26,1.31,1.28,0.30,0.28,0.77,0.85,1.85,2.47,3.32,4.49,5.14,5.84,0.88
114.00,0.17,1.36,0.42,0.12,0.59,1.40,0.37,0.19,0.64,1.36,1.59,2.40,3.92,4.17,5.37,6.14,1.30
115.00,0.15,1.48,0.09,0.23,1.40,1.34,0.52,0.14,0.47,0.85,2.22,2.54,3.32,4.53,5.10,5.60,0.48
116.00,0.29,1.11,0.10,0.16,0.64,1.28,0.37,0.19,0.67,1.16,1.67,2.55,3.92,4.08,5.11,6.06,1.40
117.00,0.17,1.46,0.17,0.16,0.41,1.36,0.22,0.13,0.67,1.24,1.59,2.36,3.79,4.11,5.14,5.54,1.00
118.00,0.14,1.46,0.48,0.17,0.52,1.43,1.11,0.16,0.62,1.31,1.58,2.46,3.77,4.09,5.12,5.80,0.90
119.00,0.16,1.49,0.48,0.13,0.53,1.46,1.10,0.16,0.47,1.03,1.58,2.47,3.77,4.09,5.11,5.54,0.87
120.00,0.16,1.40,0.42,0.11,0.53,1.39,0.71,0.14,0.61,0.83,1.60,2.38,3.32,4.11,5.04,5.67,0.95
121.00,0.18,1.46,0.15,0.16,0.41,1.36,0.73,0.18,0.67,1.32,1.59,2.58,3.79,4.11,5.11,5.54,1.00
122.00,0.17,1.46,0.42,0.12,0.35,1.47,0.75,0.27,0.59,1.32,1.59,2.40,3.77,4.12,5.05,5.57,0.79
123.00,0.16,1.36,0.10,0.18,1.00,1.44,0.46,0.28,0.51,1.20,2.29,2.55,3.88,3.99,5.10,5.59,1.15
124.00,0.14,1.46,0.16,0.16,0.52,1.42,1.46,0.24,0.62,1.31,2.25,3.03,3.77,4.09,5.12,5.80,0.90
125.00,0.24,1.42,0.10,0.11,0.54,1.40,0.35,0.13,0.46,1.19,1.62,2.37,3.92,4.11,5.05,6.12,1.05
126.00,1.27,0.43,0.08,0.32,1.42,1.49,0.69,0.21,0.55,1.36,1.61,2.66,3.36,4.15,5.08,6.01,1.35
127.00,1.48,0.12,0.07,0.16,1.36,1.47,0.46,0.28,0.63,0.87,1.82,2.37,3.17,4.59,5.14,6.15,1.16
128.00,0.16,1.41,0.42,0.11,0.53,1.39,0.71,0.14,0.48,1.25,1.60,2.38,3.91,4.11,5.14,5.56,0.95
129.00,1.27,0.47,0.08,0.17,1.39,1.40,0.36,0.26,0.59,0.86,1.67,2.37,3.34,4.61,5.38,6.03,0.98
130.00,1.46,0.94,0.09,0.21,0.96,1.24,0.77,0.26,0.77,1.37,1.60,2.40,3.87,3.94,5.12,6.18,0.88
131.00,1.08,0.38,0.08,0.22,1.31,1.27,0.39,0.27,0.47,1.09,1.61,2.57,3.34,4.34,5.49,6.22,0.82
132.00,1.41,0.94,0.09,0.15,1.36,1.40,0.39,0.15,0.61,0.87,1.83,2.38,3.40,4.53,5.15,6.06,0.95
133.00,0.17,1.48,0.42,0.16,0.53,1.40,1.41,0.19,0.52,1.23,1.58,2.40,3.78,4.15,5.13,6.18,1.09
134.00,0.16,1.46,0.17,0.16,0.63,1.34,1.14,0.21,0.62,1.28,2.24,2.36,3.78,4.12,5.12,5.67,1.21
135.00,1.44,0.94,0.09,0.18,1.27,1.40,0.39,0.19,0.77,0.87,1.83,2.38,3.40,4.13,5.15,6.20,0.88
136.00,0.24,1.46,0.42,0.12,0.50,1.47,0.69,0.25,0.52,1.31,1.59,2.40,3.85,4.09,5.11,6.23,1.11
137.00,1.42,1.04,0.09,0.29,1.27,1.47,0.35,0.12,0.74,0.85,1.83,2.48,3.32,4.15,5.04,6.18,1.19
138.00,0.18,1.49,0.15,0.16,0.53,1.40,0.71,0.27,0.58,1.25,1.60,2.47,3.88,4.11,5.02,5.59,1.32
139.00,1.49,0.07,0.09,0.26,1.00,1.44,0.54,0.28,0.52,1.20,2.29,2.38,3.30,4.60,5.10,5.59,1.32
140.00,1.21,0.44,0.08,0.34,1.41,1.49,1.31,0.28,0.55,0.85,1.58,2.65,3.37,4.61,5.08,5.53,1.35
141.00,0.16,1.44,0.21,0.16,0.63,1.46,1.41,0.21,0.52,1.23,1.58,2.40,3.77,4.09,5.13,5.54,1.01
142.00,1.50,0.13,0.07,0.26,1.41,1.47,0.45,0.19,0.57,0.87,1.67,2.53,3.17,4.52,5.05,5.63,1.16
143.00,0.16,1.49,0.17,0.15,0.52,1.38,0.40,0.27,0.65,1.13,1.59,2.39,3.81,4.11,5.07,5.57,1.30
144.00,0.18,1.43,0.42,0.12,0.41,1.39,0.57,0.28,0.65,1.36,1.61,2.36,3.91,4.19,5.03,6.18,1.30
145.00,0.27,1.36,0.18,0.16,0.51,1.26,1.29,0.27,0.61,1.34,2.29,2.80,3.78,4.17,5.27,5.67,1.14
146.00,1.27,0.43,0.08,0.19,1.29,1.40,0.74,0.19,0.54,0.86,1.59,2.63,3.34,4.61,5.14,6.04,1.35
147.00,1.44,0.95,0.09,0.19,1.29,1.40,0.40,0.14,0.77,0.87,1.62,2.37,3.89,4.12,5.15,6.04,0.86
148.00,0.16,1.44,0.09,0.16,0.55,1.45,1.14,0.21,0.66,1.37,2.24,2.37,3.84,4.12,5.09,5.66,0.96
149.00,0.62,1.13,0.10,0.12,0.96,1.26,0.75,0.19,0.60,1.20,1.63,2.39,3.93,3.97,5.37,5.97,1.46
150.00,0.25,1.43,0.15,0.16,0.52,1.44,0.36,0.27,0.47,1.20,1.60,2.36,3.92,4.17,5.11,6.24,1.10
151.00,0.24,1.42,0.10,0.11,0.66,1.35,0.35,0.18,0.58,1.19,1.60,2.37,3.92,4.11,5.05,6.11,0.99
152.00,0.17,1.49,0.42,0.16,0.58,1.40,0.69,0.13,0.52,1.24,1.59,2.40,3.75,4.09,5.45,5.54,0.94
153.00,1.48,0.09,0.07,0.26,1.31,1.47,0.43,0.39,0.57,0.86,1.83,2.54,3.17,4.52,5.14,6.07,1.40
154.00,0.17,1.42,0.42,0.16,0.58,1.39,0.62,0.13,0.53,1.45,1.59,2.40,3.75,4.09,5.12,5.54,0.96
155.00,0.16,1.44,0.19,0.16,0.64,1.25,1.14,0.21,0.59,1.38,2.24,2.37,3.78,4.17,5.07,5.66,1.22
156.00,1.12,0.15,0.11,0.32,1.19,1.31,0.41,0.24,0.47,1.16,2.19,2.98,3.32,4.43,5.12,5.80,0.88
157.00,0.17,1.42,0.17,0.16,0.63,1.40,1.47,0.14,0.46,1.40,1.65,2.37,3.79,4.14,5.12,5.54,1.10
158.00,0.24,1.35,0.09,0.11,1.02,1.41,0.37,0.27,0.52,0.87,1.65,2.43,3.92,3.98,5.04,6.19,0.89
159.00,1.43,0.48,0.08,0.19,1.29,1.40,0.74,0.28,0.53,0.86,1.59,2.63,3.34,4.63,5.04,6.04,1.35
160.00,0.25,1.34,0.15,0.16,0.54,1.44,0.35,0.27,0.40,1.20,1.66,2.37,3.92,4.32,5.07,5.64,0.99
161.00,0.24,1.42,0.10,0.11,0.54,1.40,0.35,0.14,0.46,1.19,1.62,2.37,3.92,4.11,5.05,6.12,1.05
162.00,0.17,1.28,0.42,0.12,0.54,1.40,1.26,0.19,0.57,1.37,1.62,2.38,3.80,4.14,5.38,5.95,1.31
163.00,1.42,0.43,0.08,0.26,1.34,1.40,0.67,0.12,0.64,0.84,1.84,2.63,3.32,4.42,5.07,6.16,1.07
164.00,0.24,1.34,0.08,0.11,1.02,1.38,0.37,0.34,0.46,0.90,1.64,2.43,3.92,3.98,5.05,5.54,0.90
165.00,1.43,0.14,0.07,0.26,1.36,1.46,0.46,0.30,0.33,1.33,1.83,2.42,3.14,4.54,5.14,5.64,1.16
166.00,1.44,0.95,0.09,0.19,1.30,1.40,0.42,0.14,0.77,0.87,1.63,2.37,3.89,4.34,5.15,5.96,0.86
167.00,1.15,0.15,0.10,0.32,1.34,1.43,1.26,0.24,0.47,1.24,2.20,3.03,3.40,4.43,5.22,5.80,1.01
168.00,0.17,1.48,0.42,0.12,0.50,1.47,0.82,0.28,0.53,1.31,1.59,2.40,3.77,4.10,5.05,5.54,1.11
169.00,0.18,1.41,0.08,0.23,1.35,1.26,0.68,0.18,0.49,0.85,2.28,2.67,3.91,4.64,5.10,5.60,1.03
170.00,0.30,1.31,0.08,0.26,1.28,1.40,1.35,0.21,0.49,1.14,2.19,2.55,3.78,4.34,5.09,5.54,1.11
171.00,0.32,1.36,0.14,0.12,0.52,1.40,0.58,0.28,0.47,1.20,1.82,2.37,3.91,4.18,5.14,6.12,0.98
172.00,0.12,1.29,0.07,0.16,1.29,1.40,0.46,0.28,0.78,0.84,1.82,2.55,3.90,4.00,5.15,5.57,1.16
173.00,1.13,0.12,0.10,0.26,1.34,1.32,0.41,0.21,0.59,1.28,2.16,2.47,3.45,4.43,5.08,5.69,1.20
174.00,0.24,1.46,0.10,0.13,0.55,1.40,0.37,0.11,0.57,1.05,1.61,2.39,3.92,4.14,5.38,6.26,0.98
175.00,1.48,0.17,0.07,0.26,1.36,1.47,0.46,0.12,0.31,1.33,1.84,2.42,3.14,4.52,5.14,5.68,1.16
176.00,0.31,1.36,0.14,0.13,0.52,1.40,0.58,0.28,0.47,1.20,1.60,2.37,3.91,4.17,5.11,5.57,0.98
177.00,1.42,0.17,0.09,0.23,1.29,1.47,0.35,0.12,0.29,0.85,1.84,2.42,3.16,4.55,5.14,6.16,1.19
178.00,0.28,1.48,0.15,0.16,0.54,1.44,0.35,0.27,0.46,1.20,1.66,2.37,3.92,4.31,5.26,5.64,0.99
179.00,0.17,1.48,0.09,0.23,1.40,1.34,0.52,0.18,0.45,0.85,2.22,2.54,3.32,4.53,5.10,5.60,1.41
180.00,0.12,1.49,0.60,0.12,0.54,1.38,1.47,0.12,0.53,1.37,1.59,2.40,3.76,4.10,5.09,5.57,0.97
181.00,0.57,1.48,0.10,0.11,0.60,1.40,0.60,0.14,0.59,1.21,1.59,2.47,3.91,4.11,5.03,5.57,0.95
182.00,0.16,1.44,0.17,0.17,0.63,1.41,1.30,0.19,0.59,1.32,1.84,2.38,3.81,4.11,5.09,5.54,0.94
183.00,0.25,1.49,0.10,0.11,0.54,1.40,0.36,0.14,0.57,1.19,1.67,2.37,3.92,4.11,5.05,6.17,0.98
184.00,0.18,1.39,0.42,0.15,0.42,1.39,1.09,0.14,0.59,1.18,1.58,2.39,3.77,4.09,5.13,5.54,0.94
185.00,0.15,1.47,0.09,0.23,1.40,1.26,0.53,0.19,0.46,0.86,2.20,2.41,3.37,4.53,5.10,5.60,0.48
186.00,0.17,1.46,0.15,0.16,0.41,1.36,0.27,0.18,0.67,1.24,1.59,2.36,3.79,4.11,5.14,5.54,1.00
187.00,0.16,1.41,0.42,0.11,0.53,1.39,0.71,0.14,0.61,1.25,1.60,2.38,3.90,4.11,5.14,5.67,0.95
188.00,0.24,1.34,0.10,0.16,0.50,1.39,0.35,0.20,0.62,1.20,1.77,2.39,3.92,4.32,5.07,5.62,0.99
189.00,0.18,1.43,0.43,0.12,0.41,1.40,0.57,0.28,0.42,1.32,1.61,2.40,3.91,4.19,5.03,6.15,1.30
