# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
28.00,1.04,0.12,0.18,1.49,0.21,1.45,1.39,1.50,0.09,1.23,1.91,2.66,3.88,4.56,4.71,6.27,0.81
29.00,1.05,0.12,0.15,1.49,0.17,1.48,1.39,1.50,0.09,1.27,1.90,2.73,3.40,4.61,4.71,6.24,0.92
30.00,0.94,0.06,0.22,1.34,1.44,0.77,1.22,1.50,0.22,1.26,1.88,2.87,3.88,4.47,4.71,6.28,0.81
31.00,0.99,0.12,0.15,1.44,0.29,1.45,1.19,1.50,0.08,1.25,1.90,2.80,3.36,4.57,4.71,6.26,0.92
32.00,0.99,0.13,0.16,1.43,0.21,1.48,1.19,1.50,0.08,1.25,1.91,2.85,3.87,4.61,4.77,6.24,0.65
33.00,1.07,0.08,0.16,1.45,0.22,1.43,1.21,1.50,0.16,1.31,1.91,2.81,3.88,4.63,4.74,6.25,0.65
34.00,1.05,0.08,0.14,1.48,1.40,0.90,1.46,1.50,0.14,1.22,1.95,2.83,3.87,4.40,4.78,6.25,0.71
35.00,1.05,0.10,0.16,1.48,0.24,1.48,1.45,1.50,0.15,1.28,1.91,2.86,3.91,4.66,4.73,6.28,0.80
36.00,1.04,0.13,0.18,1.44,0.26,1.48,1.19,1.50,0.15,1.14,2.08,2.86,3.87,4.60,4.72,6.28,0.68
37.00,1.07,0.08,0.16,1.44,0.31,1.50,1.17,1.50,0.17,1.27,1.95,2.74,3.83,4.58,4.72,6.27,0.89
38.00,1.07,0.09,0.17,1.33,1.43,0.84,1.47,1.50,0.15,1.27,1.95,2.84,3.36,4.35,4.71,6.28,0.89
39.00,1.07,0.13,0.15,1.41,1.48,0.74,1.49,1.50,0.09,1.30,2.00,2.86,3.86,4.35,4.71,6.28,1.43
40.00,1.09,0.13,0.18,1.48,0.22,1.39,1.40,1.50,0.09,1.29,1.94,2.80,3.91,4.66,4.71,6.28,0.80
41.00,1.02,0.08,0.15,1.44,0.25,1.33,1.22,1.50,0.18,1.44,1.71,2.83,3.91,4.63,4.71,6.27,0.90
42.00,1.00,0.11,0.16,1.47,0.26,1.48,1.40,1.50,0.16,1.33,1.91,2.86,3.88,4.62,4.71,6.26,1.03
43.00,1.02,0.08,0.19,1.46,1.43,0.74,1.50,1.50,0.14,1.34,1.91,2.87,3.86,4.30,4.71,6.28,0.81
44.00,1.05,0.08,0.18,1.48,1.40,0.89,1.46,1.50,0.14,1.22,1.95,2.82,3.87,4.40,4.78,6.25,0.72
45.00,1.01,0.08,0.20,1.44,0.31,1.50,1.19,1.50,0.24,1.26,2.08,2.83,3.89,4.61,4.73,6.28,0.67
46.00,1.05,0.06,0.20,1.48,1.44,0.74,1.50,1.50,0.22,1.36,2.10,2.81,3.92,4.31,4.72,6.28,0.82
47.00,1.05,0.08,0.18,1.48,1.36,0.89,1.47,1.50,0.14,1.22,1.95,2.82,3.87,4.40,4.79,6.28,0.72
48.00,1.07,0.08,0.21,1.44,0.23,1.45,1.18,1.50,0.18,1.46,1.90,2.75,3.91,4.60,4.72,6.27,0.66
49.00,1.09,0.13,0.15,1.44,0.22,1.48,1.40,1.50,0.09,1.48,1.95,2.85,3.90,4.63,4.72,6.28,0.89
50.00,1.02,0.06,0.15,1.44,1.43,0.72,1.43,1.50,0.22,1.26,1.96,2.90,3.90,4.31,4.73,6.27,0.51
51.00,1.01,0.06,0.16,1.48,1.13,0.94,1.48,1.50,0.16,1.21,1.92,2.72,3.91,4.33,4.72,6.24,1.02
52.00,1.02,0.06,0.15,1.44,1.39,0.68,1.50,1.50,0.22,1.29,1.96,2.92,3.90,4.31,4.73,6.27,0.81
53.00,1.04,0.08,0.19,1.47,0.31,1.50,1.48,1.50,0.17,1.27,1.97,2.73,3.86,4.37,4.72,6.28,0.91
54.00,1.02,0.06,0.19,1.46,1.43,0.74,1.50,1.50,0.16,1.34,1.91,2.87,3.86,4.30,4.71,6.28,0.81
55.00,1.07,0.13,0.17,1.45,0.19,1.48,1.20,1.50,0.09,1.44,1.94,2.85,3.87,4.58,4.71,6.26,0.89
56.00,1.03,0.13,0.15,1.45,0.23,1.48,1.36,1.50,0.08,1.48,1.90,2.87,3.90,4.61,4.71,6.23,0.65
57.00,1.05,0.10,0.16,1.48,0.23,1.47,1.21,1.50,0.15,1.34,1.91,2.80,3.87,4.35,4.71,6.28,0.80
58.00,1.00,0.11,0.16,1.34,0.34,1.46,1.40,1.50,0.16,1.41,1.91,2.86,3.88,4.62,4.71,6.27,0.66
59.00,1.02,0.06,0.22,1.34,1.44,0.74,1.50,1.50,0.22,1.34,1.91,2.87,3.91,4.29,4.71,6.28,0.91
60.00,1.02,0.06,0.14,1.48,1.46,0.74,1.49,1.50,0.22,1.31,1.96,2.81,3.92,4.35,4.72,6.28,0.65
61.00,1.08,0.12,0.18,1.50,0.29,1.48,1.44,1.50,0.08,1.22,1.91,2.87,3.88,4.61,4.71,6.28,0.86
62.00,1.04,0.08,0.18,1.42,0.30,1.49,1.22,1.50,0.19,1.25,1.94,2.80,3.88,4.57,4.71,6.26,0.92
63.00,1.07,0.08,0.15,1.45,0.25,1.49,1.22,1.49,0.17,1.44,1.94,2.80,3.88,4.60,4.73,6.26,0.94
64.00,1.05,0.08,0.16,1.48,1.34,0.86,1.45,1.50,0.14,1.46,1.95,2.81,3.87,4.32,4.79,6.25,0.97
65.00,0.99,0.13,0.15,1.44,0.23,1.50,1.19,1.50,0.08,1.25,1.71,2.79,3.39,4.57,4.77,6.27,0.92
66.00,1.02,0.08,0.16,1.46,1.43,0.74,1.50,1.50,0.16,1.35,1.91,2.87,3.86,4.30,4.71,6.28,0.81
67.00,1.03,0.08,0.16,1.48,1.47,0.76,1.46,1.50,0.15,1.22,1.95,2.80,3.92,4.27,4.74,6.26,0.89
68.00,1.05,0.10,0.16,1.34,0.34,1.47,1.23,1.47,0.15,1.16,2.09,2.80,3.91,4.59,4.72,6.28,0.92
69.00,1.02,0.08,0.15,1.44,0.28,1.39,1.22,1.47,0.18,1.44,1.99,2.73,3.91,4.64,4.72,6.27,0.95
70.00,1.02,0.06,0.14,1.48,1.46,0.74,1.49,1.50,0.22,1.31,1.96,2.86,3.91,4.35,4.72,6.28,0.64
71.00,0.99,0.12,0.18,1.39,0.29,1.50,1.45,1.47,0.14,1.22,1.92,2.83,3.88,4.61,4.72,6.28,0.65
72.00,1.07,0.09,0.15,1.44,1.43,0.81,1.48,1.50,0.14,1.25,2.02,2.80,3.88,4.35,4.72,6.28,1.40
73.00,1.05,0.09,0.16,1.48,1.37,1.36,1.47,1.50,0.15,1.41,2.11,2.79,3.91,4.35,4.71,6.27,1.04
74.00,1.02,0.08,0.16,1.48,1.04,0.74,1.47,1.50,0.16,1.35,1.91,2.87,3.92,4.30,4.71,6.28,0.81
75.00,1.07,0.08,0.16,1.45,0.34,1.48,1.22,1.50,0.17,1.40,1.91,2.75,3.87,4.62,4.71,6.27,0.92
76.00,1.02,0.13,0.15,1.44,0.16,1.50,1.19,1.50,0.08,1.25,1.71,2.80,3.36,4.57,4.72,6.27,0.92
77.00,1.00,0.08,0.20,1.49,0.28,1.33,1.22,1.50,0.18,1.46,1.95,2.83,3.91,4.60,4.72,6.27,0.92
78.00,1.09,0.10,0.18,1.48,0.23,1.39,1.39,1.50,0.15,1.29,1.94,2.80,3.91,4.66,4.71,6.28,0.80
79.00,1.06,0.08,0.14,1.44,0.23,1.40,1.18,1.50,0.18,1.21,1.90,2.78,3.91,4.62,4.72,6.25,0.66
80.00,1.01,0.12,0.18,1.44,0.23,1.48,1.23,1.50,0.13,1.49,2.08,2.88,3.89,4.27,4.74,6.27,0.99
81.00,1.00,0.13,0.16,1.49,0.23,1.48,1.19,1.50,0.14,1.15,2.09,2.86,3.81,4.60,4.72,6.27,0.85
82.00,1.00,0.13,0.19,1.33,0.23,1.48,1.18,1.48,0.14,1.15,2.09,2.77,3.90,4.60,4.72,6.27,0.68
83.00,1.00,0.07,0.16,1.46,0.31,1.48,1.37,1.50,0.23,1.44,1.71,2.83,3.86,4.62,4.71,6.24,1.16
84.00,1.11,0.08,0.19,1.47,1.05,0.89,1.47,1.50,0.14,1.26,1.96,2.88,3.91,4.35,4.77,6.27,1.10
85.00,1.05,0.08,0.18,1.42,0.25,1.48,1.27,1.50,0.18,1.44,2.11,2.83,3.84,4.63,4.72,6.28,0.92
86.00,1.04,0.12,0.16,1.49,0.29,1.47,1.35,1.50,0.08,1.19,1.91,2.80,3.89,4.56,4.71,6.27,0.86
87.00,1.07,0.06,0.16,1.45,1.35,0.87,1.03,1.50,0.19,1.20,1.92,2.80,3.91,4.60,4.72,6.28,0.52
88.00,1.01,0.08,0.16,1.42,0.31,1.50,1.41,1.50,0.24,1.47,2.09,2.83,3.89,4.61,4.73,6.28,0.70
89.00,1.02,0.06,0.18,1.43,1.44,0.74,1.19,1.50,0.22,1.27,1.91,2.90,3.91,4.49,4.71,6.28,0.91
90.00,1.08,0.12,0.18,1.50,0.29,1.48,1.44,1.50,0.08,1.22,1.91,2.80,3.88,4.61,4.71,6.27,0.86
91.00,1.02,0.06,0.15,1.46,1.49,0.74,1.50,1.50,0.22,1.36,1.94,2.87,3.34,4.35,4.71,6.28,0.88
92.00,1.07,0.13,0.17,1.45,0.24,1.48,1.20,1.50,0.09,1.26,1.94,2.85,3.87,4.58,4.71,6.28,0.89
93.00,1.01,0.12,0.22,1.44,0.23,1.50,1.48,1.50,0.14,1.35,2.08,2.88,3.89,4.34,4.71,6.28,0.93
94.00,1.04,0.11,0.16,1.35,0.27,1.43,1.47,1.50,0.16,1.20,1.93,2.79,3.88,4.65,4.71,6.28,0.66
95.00,1.05,0.08,0.16,1.48,1.47,0.76,1.46,1.50,0.15,1.18,1.95,2.80,3.89,4.27,4.72,6.26,0.87
96.00,1.04,0.08,0.18,1.46,1.04,0.74,1.47,1.50,0.16,1.42,1.91,2.85,3.91,4.31,4.71,6.28,0.81
97.00,1.05,0.08,0.18,1.44,0.22,1.32,1.22,1.50,0.18,1.38,1.91,2.83,3.87,4.62,4.71,6.27,1.00
98.00,1.04,0.11,0.16,1.44,0.16,1.46,1.19,1.49,0.17,1.23,1.91,2.86,3.88,4.27,4.72,6.27,0.67
99.00,1.07,0.13,0.17,1.45,0.17,1.49,1.20,1.50,0.09,1.43,1.92,2.80,3.87,4.58,4.71,6.26,0.89
100.00,1.07,0.08,0.16,1.44,0.26,0.88,1.49,1.50,0.19,1.20,1.97,2.80,3.88,4.60,4.72,6.28,1.00
101.00,1.04,0.08,0.19,1.44,1.05,0.90,1.47,1.50,0.14,1.27,1.96,2.86,3.90,4.35,4.72,6.24,0.90
102.00,1.05,0.08,0.14,1.48,1.34,0.86,1.45,1.50,0.14,1.46,1.95,2.81,3.91,4.32,4.78,6.25,0.90
103.00,1.02,0.08,0.15,1.46,0.28,1.39,1.22,1.50,0.18,1.44,1.92,2.73,3.91,4.64,4.72,6.27,0.90
104.00,1.04,0.06,0.15,1.44,1.44,0.74,1.49,1.50,0.22,1.33,1.94,2.82,3.91,4.30,4.71,6.27,0.81
105.00,1.04,0.06,0.17,1.46,0.25,1.45,1.22,1.50,0.23,1.27,1.91,2.79,3.90,4.38,4.71,6.28,0.93
106.00,1.02,0.07,0.18,1.43,1.45,0.75,1.50,1.50,0.22,1.44,1.91,2.87,3.91,4.30,4.71,6.28,0.91
107.00,1.07,0.08,0.16,1.46,0.34,1.48,1.48,1.50,0.17,1.40,1.91,2.75,3.87,4.62,4.71,6.27,0.92
108.00,1.03,0.13,0.15,1.45,0.23,1.49,1.36,1.50,0.08,1.30,1.90,2.87,3.90,4.63,4.78,6.23,1.49
109.00,1.07,0.13,0.15,1.45,0.31,1.50,1.41,1.50,0.08,1.34,1.91,2.83,3.89,4.61,4.71,6.27,0.71
110.00,0.99,0.12,0.15,1.44,0.28,1.45,1.19,1.50,0.08,1.25,1.90,2.80,3.36,4.57,4.72,6.26,0.92
111.00,1.07,0.13,0.18,1.44,0.27,1.48,1.44,1.50,0.09,1.48,1.93,2.85,3.90,4.63,4.71,6.27,0.90
112.00,1.02,0.08,0.19,1.48,1.04,0.74,1.47,1.50,0.14,1.34,1.91,2.87,3.92,4.26,4.71,6.28,0.81
113.00,1.07,0.08,0.16,1.48,0.34,1.46,1.21,1.50,0.19,1.34,1.97,2.80,3.87,4.35,4.72,6.28,0.63
114.00,1.07,0.13,0.15,1.45,0.25,1.48,1.41,1.45,0.08,1.26,1.95,2.80,3.89,4.63,4.71,6.28,0.93
115.00,1.11,0.08,0.19,1.45,1.05,0.74,1.47,1.50,0.14,1.26,1.96,2.82,3.91,4.36,4.77,6.27,0.91
116.00,1.02,0.07,0.15,1.44,1.43,1.34,1.46,1.50,0.24,1.44,1.95,2.85,3.90,4.26,4.72,6.28,0.99
117.00,1.07,0.13,0.15,1.44,1.48,0.81,1.47,1.50,0.09,1.30,2.00,2.86,3.86,4.35,4.72,6.28,1.43
118.00,1.03,0.08,0.16,1.48,1.47,0.76,1.46,1.50,0.15,1.22,1.95,2.80,3.91,4.27,4.73,6.26,0.89
119.00,1.07,0.08,0.16,1.37,0.26,0.87,1.48,1.50,0.18,1.20,1.97,2.80,3.88,4.60,4.73,6.28,0.50
120.00,1.04,0.11,0.15,1.44,0.27,1.46,1.19,1.50,0.16,1.23,1.93,2.79,3.88,4.65,4.71,6.27,0.66
121.00,1.02,0.06,0.15,1.48,1.45,0.72,1.20,1.50,0.23,1.45,1.94,2.80,3.86,4.25,4.72,6.28,0.67
122.00,1.04,0.08,0.15,1.42,0.25,1.49,1.22,1.50,0.19,1.25,1.94,2.80,3.88,4.57,4.71,6.26,0.92
123.00,1.04,0.07,0.18,1.45,0.31,1.47,1.23,1.50,0.23,1.45,1.97,2.83,3.86,4.27,4.74,6.27,0.99
124.00,1.07,0.13,0.16,1.45,0.35,1.49,1.40,1.50,0.09,1.32,1.94,2.86,3.88,4.63,4.71,6.28,0.66
125.00,1.02,0.08,0.15,1.49,0.29,1.39,1.22,1.50,0.18,1.44,1.92,2.73,3.91,4.67,4.72,6.27,0.90
126.00,1.02,0.08,0.15,1.44,0.25,1.33,1.25,1.50,0.18,1.27,1.90,2.71,3.88,4.47,4.72,6.27,1.05
127.00,1.02,0.06,0.15,1.48,1.45,0.72,1.20,1.50,0.23,1.42,1.94,2.86,3.86,4.25,4.72,6.28,0.67
128.00,0.99,0.13,0.15,1.44,0.17,1.50,1.19,1.50,0.08,1.25,1.91,2.80,3.37,4.57,4.77,6.24,0.92
129.00,1.05,0.06,0.20,1.44,1.43,0.77,1.19,1.50,0.22,1.23,2.09,2.86,3.89,4.31,4.71,6.28,0.80
130.00,1.01,0.12,0.18,1.39,0.25,0.95,1.45,1.50,0.15,1.22,1.95,2.86,3.88,4.61,4.72,6.28,0.65
131.00,1.07,0.08,0.20,1.42,0.26,0.90,1.19,1.50,0.18,1.26,1.97,2.81,3.89,4.61,4.73,6.28,0.67
132.00,0.99,0.13,0.16,1.43,0.34,1.42,1.19,1.50,0.08,1.26,1.91,2.85,3.89,4.61,4.72,6.27,0.65
133.00,1.05,0.10,0.18,1.48,0.24,1.48,1.42,1.50,0.15,1.28,1.91,2.86,3.91,4.66,4.71,6.28,0.80
134.00,1.00,0.08,0.22,1.43,0.25,1.49,1.22,1.50,0.22,1.36,2.11,2.83,3.91,4.63,4.72,6.27,0.90
135.00,1.01,0.12,0.18,1.39,0.25,1.48,1.45,1.47,0.14,1.22,1.95,2.79,3.88,4.61,4.72,6.28,0.65
136.00,1.07,0.08,0.18,1.41,0.26,0.87,1.48,1.50,0.19,1.33,1.97,2.80,3.88,4.60,4.72,6.28,0.66
137.00,1.01,0.11,0.16,1.47,0.34,1.46,1.40,1.49,0.16,1.41,1.91,2.86,3.88,4.62,4.71,6.27,0.66
138.00,0.89,0.12,0.16,1.36,0.22,1.48,1.20,1.50,0.15,1.22,1.92,2.78,3.87,4.59,4.72,6.28,0.92
139.00,1.08,0.10,0.16,1.50,0.16,1.47,1.40,1.50,0.15,1.16,2.09,2.80,3.91,4.59,4.72,6.28,0.92
140.00,1.01,0.10,0.34,1.44,0.23,1.50,1.41,1.50,0.14,1.47,2.09,2.88,3.89,4.34,4.71,6.27,0.90
141.00,1.00,0.13,0.19,1.44,0.23,1.48,1.19,1.50,0.14,1.15,2.09,2.79,3.91,4.60,4.72,6.27,0.66
142.00,1.04,0.06,0.18,1.44,1.47,0.74,1.17,1.48,0.22,1.34,2.09,2.80,3.92,4.30,4.72,6.28,0.80
143.00,1.04,0.06,0.15,1.48,1.45,0.72,1.19,1.50,0.22,1.29,1.94,2.87,3.92,4.25,4.72,6.28,0.80
144.00,1.07,0.13,0.18,1.45,0.18,1.48,1.19,1.50,0.09,1.48,1.93,2.85,3.90,4.58,4.71,6.27,0.89
145.00,1.07,0.08,0.15,1.45,1.47,0.89,1.46,1.50,0.14,1.45,1.95,2.80,3.90,4.26,4.74,6.26,1.00
146.00,1.02,0.06,0.15,1.44,1.44,0.74,1.49,1.50,0.22,1.46,1.94,2.86,3.91,4.30,4.71,6.27,0.81
147.00,1.02,0.08,0.16,1.48,1.43,0.73,1.45,1.50,0.16,1.36,1.91,2.87,3.86,4.30,4.71,6.28,0.81
148.00,1.02,0.08,0.16,1.48,1.43,0.73,1.47,1.50,0.16,1.36,1.91,2.87,3.91,4.30,4.71,6.28,0.90
149.00,1.04,0.12,0.18,1.49,0.29,1.47,1.35,1.50,0.08,1.19,1.91,2.80,3.90,4.56,4.71,6.27,0.86
150.00,1.04,0.08,0.15,1.42,0.24,1.49,1.22,1.50,0.19,1.25,1.94,2.80,3.88,4.57,4.71,6.26,0.91
151.00,1.00,0.13,0.19,1.33,0.23,1.48,1.18,1.48,0.14,1.15,2.09,2.86,3.90,4.60,4.72,6.27,0.68
152.00,1.00,0.08,0.22,1.43,0.36,1.50,1.22,1.50,0.22,1.43,2.12,2.83,3.89,4.64,4.72,6.27,0.90
153.00,0.99,0.13,0.17,1.43,0.19,1.48,1.19,1.50,0.09,1.25,1.91,2.85,3.87,4.61,4.77,6.24,0.65
154.00,1.01,0.12,0.18,1.38,0.25,1.48,1.45,1.47,0.14,1.22,1.95,2.79,3.88,4.61,4.72,6.28,0.65
155.00,1.05,0.08,0.18,1.44,0.22,1.33,1.22,1.50,0.18,1.38,1.91,2.83,3.87,4.63,4.71,6.27,0.92
156.00,1.04,0.10,0.16,1.48,0.24,1.48,1.45,1.50,0.15,1.28,1.94,2.86,3.92,4.66,4.74,6.28,0.80
157.00,1.04,0.14,0.15,1.35,0.23,1.44,1.35,1.50,0.09,1.27,1.90,2.86,3.90,4.58,4.72,6.27,0.90
158.00,1.04,0.12,0.16,1.49,0.31,1.45,1.39,1.50,0.09,1.47,1.91,2.86,3.88,4.56,4.72,6.27,0.91
159.00,1.05,0.10,0.16,1.34,0.33,1.47,1.16,1.50,0.16,1.16,2.09,2.80,3.91,4.59,4.72,6.28,0.92
160.00,1.00,0.13,0.19,1.44,0.23,1.48,1.19,1.50,0.14,1.15,2.09,2.86,3.91,4.60,4.72,6.27,0.68
161.00,1.04,0.06,0.18,1.44,1.48,0.75,1.17,1.50,0.22,1.34,2.09,2.80,3.90,4.30,4.72,6.28,0.86
162.00,1.02,0.08,0.15,1.46,0.23,1.49,1.22,1.50,0.18,1.41,1.90,2.72,3.90,4.64,4.71,6.27,0.90
163.00,1.07,0.13,0.15,1.45,0.20,1.49,1.40,1.50,0.09,1.32,1.94,2.85,3.88,4.63,4.71,6.28,0.69
164.00,1.11,0.08,0.19,1.47,1.05,0.89,1.47,1.50,0.14,1.26,1.96,2.86,3.91,4.35,4.77,6.27,0.91
165.00,1.05,0.10,0.18,1.43,0.34,1.47,1.27,1.47,0.18,1.16,2.09,2.83,3.91,4.59,4.72,6.28,0.92
166.00,1.07,0.10,0.15,1.49,0.21,1.46,1.46,1.50,0.15,1.32,1.91,2.85,3.88,4.63,4.71,6.27,0.85
167.00,1.02,0.06,0.18,1.44,1.44,0.74,1.19,1.50,0.22,1.27,1.91,2.90,3.91,4.49,4.71,6.28,0.92
168.00,1.02,0.06,0.14,1.48,1.42,0.73,1.50,1.50,0.22,1.37,1.90,2.79,3.92,4.35,4.72,6.28,0.81
169.00,1.05,0.08,0.18,1.44,0.25,1.33,1.25,1.50,0.18,1.26,1.90,2.71,3.88,4.47,4.72,6.27,1.05
170.00,1.05,0.11,0.18,1.45,0.26,1.46,1.23,1.50,0.15,1.45,2.08,2.80,3.87,4.61,4.73,6.28,0.83
171.00,1.07,0.09,0.18,1.43,1.44,0.71,1.50,1.50,0.14,1.48,2.02,2.86,3.91,4.35,4.71,6.28,0.81
172.00,0.90,0.12,0.16,1.36,0.17,1.48,1.20,1.50,0.15,1.48,1.92,2.75,3.87,4.59,4.72,6.28,0.92
173.00,1.07,0.08,0.16,1.44,0.27,0.88,1.49,1.50,0.19,1.34,1.97,2.80,3.87,4.60,4.72,6.28,1.00
174.00,1.00,0.12,0.16,1.48,0.27,1.46,1.38,1.50,0.09,1.43,1.93,2.80,3.91,4.63,4.73,6.27,1.01
175.00,1.04,0.06,0.14,1.42,1.43,0.72,1.43,1.50,0.22,1.20,1.96,2.90,3.90,4.31,4.73,6.27,0.51
176.00,0.89,0.08,0.20,1.44,0.31,1.50,1.20,1.50,0.24,1.47,1.92,2.83,3.89,4.61,4.73,6.28,0.67
177.00,1.04,0.14,0.15,1.45,0.23,1.48,1.22,1.50,0.09,1.27,1.90,2.87,3.90,4.58,4.71,6.28,0.90
178.00,1.08,0.10,0.15,1.34,0.25,1.47,1.22,1.49,0.17,1.18,1.94,2.80,3.91,4.59,4.73,6.28,0.92
179.00,1.05,0.13,0.15,1.44,0.16,1.35,1.19,1.50,0.08,1.25,1.72,2.83,3.36,4.63,4.72,6.27,0.76
180.00,1.02,0.08,0.15,1.46,0.28,1.39,1.22,1.50,0.18,1.44,1.97,2.73,3.91,4.64,4.72,6.27,0.90
181.00,0.87,0.11,0.16,1.43,0.21,1.48,1.41,1.50,0.24,1.48,2.09,2.85,3.88,4.61,4.71,6.27,0.83
182.00,1.02,0.06,0.18,1.43,1.44,0.74,1.50,1.50,0.22,1.34,1.91,2.87,3.91,4.30,4.71,6.28,0.81
183.00,1.05,0.06,0.20,1.48,1.43,0.74,1.17,1.50,0.22,1.34,2.09,2.80,3.89,4.31,4.72,6.28,0.80
184.00,1.02,0.06,0.15,1.44,1.42,0.68,1.43,1.50,0.22,1.21,1.96,2.92,3.90,4.31,4.73,6.28,0.51
185.00,0.98,0.13,0.18,1.47,0.22,1.39,1.40,1.50,0.09,1.29,1.94,2.80,3.91,4.66,4.71,6.28,0.80
186.00,1.07,0.13,0.15,1.44,0.23,1.49,1.20,1.50,0.08,1.39,1.93,2.85,3.91,4.47,4.71,6.27,0.92
187.00,1.02,0.06,0.15,1.44,1.45,0.72,1.19,1.50,0.23,1.45,1.94,2.86,3.86,4.25,4.71,6.28,0.67
188.00,1.02,0.08,0.18,1.42,0.25,1.49,1.27,1.50,0.18,1.44,1.89,2.80,3.83,4.57,4.72,6.28,0.90
189.00,1.05,0.08,0.16,1.48,1.37,1.29,1.48,1.50,0.15,1.41,1.95,2.79,3.91,4.35,4.71,6.27,1.04
