# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
14.00,1.43,1.47,0.76,0.58,1.39,1.46,0.20,0.06,0.01,1.57,2.01,3.02,3.61,4.39,5.00,5.53,1.44
15.00,1.44,1.48,0.76,0.63,1.48,1.43,0.11,0.07,0.01,1.56,1.91,2.96,3.52,4.49,4.93,5.53,0.48
16.00,1.29,1.49,0.81,0.64,1.48,1.47,0.71,0.06,0.00,1.57,1.91,3.03,3.62,4.62,5.03,5.53,1.42
17.00,1.31,1.48,0.74,0.66,1.49,1.47,0.71,0.06,0.00,1.56,1.95,3.03,3.51,4.54,5.03,5.53,0.27
18.00,1.41,1.49,0.74,0.65,1.48,1.50,0.68,0.06,0.00,1.56,1.95,3.03,3.53,4.35,4.94,5.51,0.45
19.00,1.30,1.49,0.74,0.65,1.49,1.49,0.68,0.06,0.01,1.57,1.95,3.03,3.50,4.35,5.00,5.53,0.43
20.00,1.43,1.45,0.74,0.65,1.48,1.48,0.11,0.07,0.01,1.56,1.91,3.04,3.52,4.37,5.03,5.52,0.42
21.00,1.41,1.48,0.74,0.66,1.49,1.42,0.69,0.06,0.01,1.53,1.93,3.03,3.51,4.68,5.06,5.51,0.77
22.00,1.46,1.48,0.75,0.66,1.47,1.45,0.14,0.06,0.01,1.56,1.95,3.03,3.50,4.53,5.05,5.53,0.40
23.00,1.30,1.43,0.74,0.61,1.49,1.50,0.15,0.06,0.06,1.57,1.92,3.03,3.54,4.52,5.00,5.66,0.47
24.00,1.30,1.47,0.75,0.58,1.38,1.46,0.20,0.06,0.00,1.47,2.04,3.02,3.61,4.35,5.00,5.53,1.15
25.00,1.40,1.47,0.75,0.63,1.49,1.43,0.51,0.06,0.01,1.56,1.91,3.03,3.58,4.36,5.06,5.53,0.29
26.00,1.31,1.48,0.74,0.66,1.48,1.47,0.60,0.06,0.01,1.56,1.94,3.03,3.52,4.54,5.08,5.52,0.74
27.00,1.28,1.47,0.75,0.69,1.49,1.49,0.49,0.05,0.00,1.57,2.03,3.01,3.66,4.35,5.06,5.53,1.40
28.00,1.42,1.47,0.75,0.60,1.46,1.50,0.12,0.07,0.00,1.55,1.89,2.99,3.51,4.46,4.98,5.50,0.39
29.00,1.33,1.48,0.75,0.66,1.49,1.48,0.62,0.05,0.01,1.56,1.97,3.03,3.51,4.62,5.06,5.53,0.60
30.00,1.28,1.47,0.75,0.69,1.49,1.50,0.49,0.05,0.01,1.56,2.04,3.01,3.51,4.35,5.07,5.53,1.35
31.00,1.44,1.48,0.75,0.63,1.49,1.50,0.14,0.06,0.00,1.56,1.95,3.03,3.52,4.47,4.93,5.53,1.30
32.00,1.31,1.42,0.74,0.66,1.48,1.47,0.69,0.06,0.00,1.57,1.95,3.03,3.52,4.54,5.03,5.53,0.25
33.00,1.28,1.48,0.73,0.66,1.49,1.50,0.48,0.05,0.00,1.57,2.03,3.01,3.50,4.64,5.06,5.52,0.61
34.00,1.42,1.48,0.73,0.58,1.46,1.42,0.15,0.06,0.00,1.57,1.96,2.99,3.66,4.31,5.08,5.57,0.44
35.00,1.33,1.42,0.74,0.64,1.48,1.46,0.69,0.06,0.00,1.57,1.95,3.03,3.51,4.54,5.02,5.53,0.29
36.00,1.42,1.46,0.75,0.60,1.46,1.50,0.13,0.07,0.00,1.55,1.90,2.99,3.50,4.46,4.98,5.50,0.40
37.00,1.33,1.48,0.74,0.65,1.50,1.50,0.42,0.05,0.01,1.56,2.01,2.98,3.58,4.71,4.99,5.50,1.32
38.00,1.30,1.48,0.81,0.67,1.49,1.50,0.68,0.06,0.02,1.57,1.93,3.03,3.51,4.51,5.00,5.53,1.76
39.00,1.46,1.44,0.75,0.66,1.46,1.50,0.15,0.06,0.01,1.56,1.95,3.03,3.50,4.63,5.05,5.53,0.47
40.00,1.41,1.50,0.74,0.63,1.49,1.39,0.79,0.05,0.00,1.57,1.93,2.96,3.46,4.64,5.08,5.53,1.20
41.00,1.47,1.49,0.82,0.67,1.48,1.50,0.12,0.06,0.00,1.57,1.91,3.03,3.67,4.62,5.02,5.53,0.31
42.00,1.33,1.50,0.75,0.66,1.49,1.48,0.13,0.06,0.07,1.57,1.94,3.03,3.50,4.68,5.03,5.57,0.41
43.00,1.30,1.46,0.75,0.66,1.49,1.48,0.66,0.06,0.01,1.57,1.93,3.02,3.51,4.41,4.94,5.52,0.77
44.00,1.30,1.49,0.81,0.66,1.49,1.49,0.68,0.06,0.02,1.57,1.93,3.03,3.51,4.51,5.00,5.53,1.48
45.00,1.42,1.46,0.75,0.65,1.42,1.50,0.13,0.06,0.00,1.57,1.95,2.96,3.49,4.47,5.06,5.50,0.68
46.00,1.28,1.48,0.73,0.66,1.49,1.49,0.49,0.05,0.00,1.57,2.03,3.01,3.50,4.51,5.06,5.52,0.61
47.00,1.40,1.48,0.76,0.67,1.49,1.45,0.67,0.06,0.00,1.54,1.94,3.05,3.53,4.52,5.02,5.53,0.48
48.00,1.29,1.48,0.74,0.67,1.49,1.49,0.67,0.06,0.00,1.54,1.94,3.03,3.47,4.52,5.05,5.53,1.49
49.00,1.33,1.42,0.76,0.66,1.48,1.47,0.69,0.06,0.00,1.57,1.95,3.03,3.52,4.54,5.02,5.53,0.25
50.00,1.33,1.42,0.74,0.65,1.48,1.48,0.69,0.06,0.01,1.57,1.94,3.03,3.51,4.53,4.90,5.53,0.75
51.00,1.31,1.35,0.74,0.64,1.48,1.46,0.68,0.06,0.00,1.57,1.95,3.03,3.52,4.54,5.02,5.53,0.36
52.00,1.33,1.48,0.74,0.65,1.50,1.44,0.42,0.05,0.00,1.56,2.01,2.98,3.58,4.64,4.99,5.53,1.32
53.00,1.33,1.42,0.75,0.66,1.49,1.49,0.69,0.06,0.00,1.57,1.95,3.03,3.52,4.36,4.99,5.53,0.28
54.00,1.30,1.48,0.81,0.67,1.49,1.50,0.68,0.05,0.02,1.57,1.93,2.99,3.62,4.51,5.00,5.53,1.76
55.00,1.30,1.46,0.79,0.65,1.48,1.47,0.68,0.06,0.01,1.56,1.96,3.03,3.52,4.50,5.08,5.51,0.47
56.00,1.50,1.46,0.75,0.60,1.48,1.50,0.13,0.07,0.00,1.55,1.90,2.99,3.50,4.46,5.00,5.50,0.61
57.00,1.31,1.45,0.74,0.66,1.48,1.50,0.80,0.06,0.01,1.56,1.91,3.03,3.52,4.37,5.03,5.53,0.71
58.00,1.44,1.48,0.75,0.60,1.48,1.43,0.13,0.07,0.01,1.54,1.91,2.96,3.52,4.49,5.00,5.53,0.48
59.00,1.43,1.49,0.76,0.62,1.48,1.40,0.11,0.07,0.00,1.56,1.91,2.96,3.52,4.42,4.93,5.57,0.44
60.00,1.42,1.48,0.76,0.65,1.49,1.47,0.15,0.06,0.01,1.56,1.95,3.03,3.52,4.50,5.08,5.53,0.60
61.00,1.34,1.49,0.75,0.60,1.49,1.50,0.13,0.07,0.01,1.56,2.01,3.02,3.58,4.65,5.00,5.51,0.40
62.00,1.42,1.46,0.75,0.60,1.46,1.50,0.13,0.07,0.08,1.55,1.90,2.99,3.51,4.46,5.00,5.50,0.40
63.00,1.41,1.48,0.74,0.65,1.46,1.48,0.11,0.06,0.00,1.57,1.92,3.03,3.52,4.65,4.99,5.53,0.33
64.00,1.34,1.48,0.74,0.61,1.49,1.47,0.20,0.07,0.06,1.56,1.94,3.03,3.67,4.27,4.93,5.61,0.45
65.00,1.39,1.46,0.79,0.66,1.49,1.50,0.64,0.06,0.01,1.56,1.96,3.03,3.52,4.62,5.07,5.53,0.71
66.00,1.19,1.43,0.75,0.66,1.49,1.49,0.21,0.05,0.01,1.57,1.95,2.96,3.51,4.53,5.01,5.52,0.68
67.00,1.42,1.46,0.75,0.66,1.42,1.50,0.12,0.07,0.01,1.55,1.94,3.03,3.72,4.65,5.06,5.50,1.15
68.00,1.38,1.48,0.74,0.65,1.49,1.42,0.62,0.06,0.01,1.53,1.93,3.03,3.52,4.69,5.06,5.53,0.77
69.00,1.37,1.46,0.74,0.65,1.49,1.34,0.62,0.06,0.00,1.53,1.93,3.03,3.51,4.68,5.06,5.52,0.40
70.00,1.29,1.48,0.74,0.67,1.49,1.49,0.66,0.06,0.00,1.54,1.94,3.03,3.47,4.52,5.03,5.53,0.48
71.00,1.33,1.45,0.75,0.67,1.44,1.50,0.19,0.06,0.08,1.56,1.91,3.00,3.51,4.29,5.06,5.65,0.40
72.00,1.30,1.46,0.74,0.66,1.46,1.48,0.70,0.06,0.01,1.55,1.96,3.03,3.50,4.49,5.01,5.53,0.65
73.00,1.30,1.46,0.76,0.61,1.48,1.47,0.15,0.07,0.00,1.55,1.88,3.03,3.54,4.35,5.00,5.66,0.47
74.00,1.39,1.46,0.74,0.60,1.48,1.48,0.62,0.06,0.01,1.55,1.90,2.99,3.50,4.35,5.00,5.50,0.34
75.00,1.30,1.49,0.82,0.66,1.48,1.50,0.68,0.06,0.01,1.55,1.95,3.03,3.54,4.49,4.91,5.53,0.78
76.00,1.29,1.48,0.75,0.67,1.47,1.49,0.67,0.06,0.00,1.54,1.91,3.03,3.48,4.52,5.05,5.53,1.49
77.00,1.37,1.46,0.75,0.66,1.49,1.50,0.17,0.06,0.00,1.55,1.91,3.03,3.55,4.68,5.00,5.57,0.41
78.00,1.40,1.45,0.74,0.61,1.48,1.48,0.18,0.06,0.03,1.57,1.96,3.03,3.69,4.51,5.10,5.52,1.40
79.00,1.44,1.46,0.76,0.66,1.43,1.50,0.64,0.05,0.02,1.55,2.01,3.03,3.57,4.40,4.99,5.53,0.38
80.00,1.42,1.47,0.75,0.60,1.46,1.50,0.13,0.07,0.00,1.55,1.89,2.99,3.50,4.46,4.98,5.50,0.40
81.00,1.29,1.48,0.75,0.67,1.49,1.49,0.67,0.06,0.01,1.54,1.94,3.03,3.47,4.52,5.03,5.53,0.37
82.00,1.29,1.48,0.74,0.67,1.49,1.49,0.67,0.06,0.00,1.54,1.94,3.03,3.47,4.52,5.03,5.53,0.48
83.00,1.28,1.50,0.75,0.66,1.49,1.49,0.63,0.05,0.00,1.57,2.03,3.01,3.50,4.63,5.02,5.52,0.61
84.00,1.42,1.49,0.76,0.58,1.39,1.46,0.48,0.06,0.02,1.57,2.01,3.02,3.61,4.39,5.03,5.53,1.44
85.00,1.33,1.42,0.79,0.66,1.48,1.42,0.68,0.06,0.00,1.57,1.91,3.03,3.52,4.54,5.02,5.52,0.25
86.00,1.39,1.49,0.74,0.66,1.49,1.49,0.66,0.06,0.01,1.54,1.92,3.03,3.52,4.65,5.06,5.53,0.72
87.00,1.33,1.48,0.74,0.65,1.49,1.48,0.50,0.05,0.01,1.55,1.95,3.05,3.52,4.62,5.07,5.54,0.58
88.00,1.42,1.48,0.76,0.63,1.48,1.48,0.15,0.07,0.01,1.56,1.91,3.03,3.52,4.41,4.93,5.53,1.16
89.00,1.39,1.48,0.76,0.61,1.48,1.48,0.12,0.07,0.00,1.57,1.95,3.03,3.57,4.38,4.93,5.52,0.44
90.00,1.38,1.47,0.74,0.64,1.50,1.50,0.48,0.05,0.00,1.55,2.01,3.05,3.57,4.64,4.99,5.53,0.47
91.00,1.33,1.45,0.75,0.67,1.44,1.50,0.19,0.06,0.01,1.56,1.94,3.03,3.72,4.29,5.06,5.65,0.70
92.00,1.42,1.46,0.75,0.65,1.42,1.50,0.13,0.07,0.08,1.55,1.90,2.99,3.51,4.66,5.06,5.50,0.40
93.00,1.40,1.46,0.74,0.61,1.48,1.48,0.18,0.06,0.02,1.57,1.96,3.03,3.69,4.51,5.10,5.52,1.39
94.00,1.30,1.46,0.74,0.61,1.49,1.47,0.20,0.07,0.06,1.56,1.91,3.03,3.62,4.41,4.93,5.52,0.45
95.00,1.41,1.46,0.75,0.61,1.48,1.48,0.50,0.06,0.00,1.56,2.06,3.03,3.62,4.51,5.06,5.52,1.41
96.00,1.43,1.47,0.74,0.67,1.49,1.42,0.13,0.06,0.02,1.54,1.94,3.03,3.53,4.51,4.94,5.54,0.47
97.00,1.30,1.49,0.81,0.66,1.49,1.48,0.68,0.06,0.01,1.47,1.93,3.03,3.51,4.51,5.02,5.53,0.78
98.00,1.29,1.47,0.76,0.61,1.49,1.50,0.14,0.06,0.01,1.56,1.93,3.03,3.54,4.52,5.01,5.53,1.36
99.00,1.33,1.48,0.75,0.66,1.49,1.48,0.49,0.06,0.01,1.53,1.94,3.03,3.66,4.35,5.06,5.51,0.71
100.00,1.31,1.48,0.82,0.66,1.49,1.49,0.68,0.06,0.02,1.57,1.93,3.03,3.51,4.50,5.02,5.53,1.48
101.00,1.33,1.48,0.74,0.65,1.49,1.48,0.62,0.05,0.00,1.56,1.91,3.03,3.51,4.62,5.06,5.53,0.60
102.00,1.42,1.47,0.75,0.60,1.46,1.50,0.11,0.07,0.00,1.55,1.89,2.99,3.56,4.46,4.98,5.50,1.13
103.00,1.30,1.48,0.73,0.59,1.49,1.48,0.20,0.06,0.00,1.56,1.95,3.01,3.60,4.62,5.06,5.53,0.66
104.00,1.34,1.46,0.96,0.60,1.48,1.47,0.20,0.07,0.06,1.55,1.91,3.03,3.67,4.53,4.93,5.51,0.45
105.00,1.37,1.46,0.75,0.66,1.49,1.50,0.17,0.06,0.00,1.55,1.91,2.99,3.50,4.69,5.07,5.57,0.41
106.00,1.39,1.48,0.79,0.66,1.49,1.50,0.79,0.06,0.01,1.56,1.96,3.03,3.52,4.62,5.06,5.53,0.72
107.00,1.44,1.49,0.74,0.63,1.49,1.48,0.14,0.06,0.00,1.56,1.95,3.03,3.52,4.46,4.93,5.53,1.30
108.00,1.33,1.35,0.74,0.64,1.48,1.49,0.67,0.06,0.00,1.56,1.94,3.03,3.70,4.54,5.02,5.53,0.36
109.00,1.41,1.48,0.74,0.65,1.46,1.48,0.15,0.06,0.00,1.56,1.92,3.03,3.52,4.65,4.99,5.53,0.33
110.00,1.30,1.48,0.74,0.66,1.48,1.49,0.67,0.06,0.00,1.56,1.94,3.03,3.48,4.52,5.03,5.53,0.43
111.00,1.33,1.49,0.74,0.66,1.44,1.42,0.62,0.06,0.01,1.53,1.94,3.03,3.61,4.66,5.05,5.52,0.71
112.00,1.31,1.42,0.74,0.64,1.48,1.47,0.69,0.06,0.00,1.57,1.95,3.03,3.52,4.54,5.02,5.53,0.25
113.00,1.37,1.47,0.75,0.66,1.47,1.45,0.11,0.06,0.00,1.57,1.91,3.05,3.52,4.63,5.08,5.57,1.38
114.00,1.33,1.42,0.74,0.64,1.48,1.46,0.69,0.06,0.00,1.57,1.95,3.03,3.51,4.54,5.02,5.53,0.25
115.00,1.39,1.46,0.74,0.60,1.46,1.48,0.62,0.06,0.01,1.57,1.90,2.99,3.50,4.36,5.02,5.50,0.34
116.00,1.31,1.35,0.76,0.66,1.48,1.47,0.68,0.06,0.01,1.57,1.95,3.03,3.52,4.54,5.02,5.52,0.74
117.00,1.33,1.48,0.72,0.65,1.48,1.48,0.15,0.06,0.00,1.54,1.94,3.06,3.51,4.62,5.00,5.60,0.47
118.00,1.30,1.46,0.75,0.61,1.50,1.50,0.15,0.06,0.01,1.55,1.91,2.99,3.54,4.52,5.00,5.66,0.44
119.00,1.42,1.49,0.81,0.63,1.49,1.42,0.14,0.07,0.01,1.56,1.93,3.03,3.52,4.51,4.93,5.57,0.44
120.00,1.43,1.48,0.76,0.60,1.48,1.48,0.14,0.07,0.01,1.55,1.90,3.00,3.51,4.42,4.93,5.50,0.44
121.00,1.43,1.46,0.74,0.66,1.49,1.48,0.19,0.05,0.00,1.57,1.95,2.96,3.51,4.62,5.01,5.52,0.60
122.00,1.41,1.46,0.74,0.66,1.49,1.33,0.69,0.05,0.02,1.55,1.94,2.97,3.50,4.51,5.02,5.51,1.57
123.00,1.42,1.48,0.82,0.63,1.49,1.41,0.11,0.07,0.00,1.56,1.91,2.96,3.52,4.42,5.01,5.58,0.42
124.00,1.33,1.48,0.75,0.65,1.48,1.48,0.15,0.06,0.03,1.57,1.94,3.06,3.51,4.63,5.00,5.61,0.47
125.00,1.33,1.48,0.75,0.65,1.48,1.48,0.15,0.06,0.00,1.54,1.94,3.06,3.51,4.62,5.00,5.60,0.47
126.00,1.42,1.46,0.75,0.65,1.42,1.50,0.13,0.07,0.08,1.55,1.90,2.99,3.50,4.66,5.06,5.50,0.40
127.00,1.37,1.50,0.75,0.66,1.49,1.48,0.17,0.06,0.01,1.51,1.94,3.03,3.50,4.68,5.03,5.57,0.41
128.00,1.33,1.49,0.74,0.66,1.48,1.42,0.62,0.06,0.01,1.53,1.94,3.03,3.61,4.66,5.05,5.52,0.71
129.00,1.38,1.49,0.73,0.58,1.49,1.49,0.20,0.05,0.01,1.57,2.01,2.96,3.58,4.35,5.08,5.57,0.39
130.00,1.31,1.48,0.81,0.67,1.49,1.50,0.68,0.06,0.01,1.57,1.93,3.03,3.51,4.51,5.02,5.53,1.76
131.00,1.48,1.49,0.75,0.66,1.46,1.50,0.18,0.06,0.01,1.55,1.95,3.03,3.50,4.53,5.05,5.53,0.40
132.00,1.33,1.46,0.74,0.66,1.48,1.48,0.64,0.06,0.01,1.57,1.94,3.03,3.51,4.63,4.90,5.52,0.76
133.00,1.43,1.48,0.74,0.63,1.49,1.41,0.15,0.06,0.06,1.54,1.95,2.96,3.51,4.47,5.06,5.54,1.17
134.00,1.31,1.48,0.81,0.67,1.48,1.47,0.68,0.06,0.02,1.57,1.93,3.03,3.51,4.53,5.00,5.53,1.97
135.00,1.40,1.47,0.75,0.63,1.42,1.43,0.51,0.06,0.01,1.56,1.91,3.03,3.58,4.36,5.03,5.53,0.28
136.00,1.42,1.43,0.75,0.66,1.49,1.48,0.19,0.05,0.00,1.57,1.95,2.96,3.51,4.64,5.01,5.52,0.68
137.00,1.33,1.49,0.81,0.66,1.49,1.49,0.11,0.07,0.02,1.56,1.89,3.03,3.52,4.36,5.05,5.63,1.33
138.00,1.30,1.48,0.74,0.67,1.48,1.49,0.67,0.06,0.00,1.56,1.94,3.03,3.48,4.52,5.03,5.53,0.43
139.00,1.46,1.44,0.75,0.66,1.46,1.50,0.14,0.06,0.01,1.56,1.95,3.03,3.50,4.53,5.05,5.53,0.40
140.00,1.45,1.46,0.76,0.63,1.46,1.34,0.11,0.07,0.00,1.56,1.91,3.03,3.53,4.42,4.93,5.52,0.40
141.00,1.41,1.48,0.73,0.63,1.48,1.48,0.11,0.06,0.00,1.57,1.92,3.03,3.60,4.63,5.07,5.53,0.64
142.00,1.30,1.48,0.74,0.60,1.50,1.50,0.42,0.06,0.01,1.56,2.01,2.98,3.59,4.70,4.99,5.50,0.82
143.00,1.29,1.46,0.72,0.65,1.43,1.49,0.70,0.06,0.07,1.57,1.96,3.03,3.50,4.40,5.00,5.53,0.45
144.00,1.30,1.46,0.75,0.61,1.49,1.50,0.15,0.06,0.01,1.55,1.91,2.99,3.54,4.60,5.00,5.66,0.47
145.00,1.37,1.47,0.74,0.66,1.49,1.45,0.11,0.06,0.00,1.57,1.94,3.05,3.52,4.63,5.08,5.57,1.38
146.00,1.38,1.49,0.73,0.60,1.49,1.49,0.49,0.05,0.01,1.57,2.01,2.96,3.58,4.35,5.06,5.53,0.38
147.00,1.31,1.46,0.75,0.61,1.46,1.50,0.13,0.07,0.01,1.55,1.92,2.99,3.54,4.46,4.98,5.50,0.47
148.00,1.33,1.46,0.75,0.66,1.48,1.48,0.63,0.05,0.01,1.56,1.94,3.04,3.51,4.63,4.91,5.52,0.78
149.00,1.34,1.46,0.74,0.61,1.48,1.47,0.21,0.07,0.00,1.57,1.94,3.03,3.67,4.39,4.93,5.51,0.41
150.00,1.40,1.48,0.79,0.66,1.50,1.50,0.70,0.06,0.01,1.56,1.96,3.03,3.52,4.51,5.06,5.53,0.71
151.00,1.29,1.48,0.74,0.66,1.49,1.47,0.11,0.06,0.00,1.54,1.91,3.03,3.47,4.63,5.08,5.57,0.37
152.00,1.41,1.49,0.74,0.65,1.49,1.50,0.68,0.06,0.02,1.55,1.94,3.03,3.52,4.51,4.94,5.50,0.45
153.00,1.30,1.47,0.73,0.58,1.49,1.49,0.21,0.05,0.02,1.57,2.06,2.96,3.56,4.36,5.01,5.57,0.39
154.00,1.40,1.46,0.75,0.61,1.49,1.48,0.48,0.06,0.02,1.57,1.93,3.03,3.62,4.60,5.10,5.52,0.48
155.00,1.41,1.43,0.74,0.67,1.48,1.49,0.11,0.06,0.00,1.57,1.92,3.03,3.53,4.65,4.99,5.53,0.32
156.00,1.41,1.48,0.76,0.63,1.48,1.43,0.11,0.07,0.00,1.56,1.91,3.03,3.52,4.42,5.00,5.57,0.44
157.00,1.34,1.44,0.75,0.66,1.49,1.48,0.64,0.05,0.01,1.55,1.99,3.02,3.50,4.49,5.03,5.53,0.76
158.00,1.33,1.49,0.75,0.64,1.48,1.48,0.63,0.05,0.00,1.56,1.97,3.03,3.51,4.62,5.12,5.53,0.58
159.00,1.33,1.49,0.74,0.71,1.48,1.41,0.18,0.06,0.06,1.54,1.95,3.03,3.61,4.47,5.05,5.54,1.17
160.00,1.29,1.48,0.76,0.61,1.49,1.50,0.15,0.07,0.06,1.54,1.94,3.03,3.54,4.52,5.00,5.66,0.47
161.00,1.30,1.46,0.76,0.61,1.48,1.47,0.15,0.07,0.00,1.55,1.92,3.03,3.54,4.35,5.00,5.66,0.47
162.00,1.28,1.46,0.76,0.66,1.49,1.48,0.14,0.07,0.00,1.57,1.92,3.03,3.54,4.64,5.00,5.50,0.60
163.00,1.29,1.49,0.74,0.66,1.50,1.49,0.48,0.06,0.07,1.57,1.93,3.03,3.52,4.31,5.03,5.53,0.45
164.00,1.43,1.47,0.76,0.61,1.49,1.50,0.14,0.06,0.01,1.56,1.93,3.03,3.54,4.52,5.01,5.53,0.44
165.00,1.43,1.48,0.74,0.61,1.49,1.42,0.14,0.06,0.01,1.57,1.91,3.00,3.68,4.42,4.93,5.58,0.44
166.00,1.37,1.48,0.74,0.66,1.49,1.42,0.62,0.06,0.01,1.53,1.93,3.03,3.51,4.68,5.06,5.53,0.77
167.00,1.30,1.47,0.75,0.67,1.48,1.50,0.12,0.06,0.02,1.57,1.91,3.03,3.61,4.52,5.02,5.53,0.33
168.00,1.30,1.46,0.75,0.60,1.49,1.48,0.59,0.06,0.00,1.55,1.91,3.03,3.54,4.64,5.00,5.50,0.81
169.00,1.42,1.46,0.76,0.62,1.48,1.40,0.13,0.07,0.07,1.56,1.91,3.01,3.51,4.46,4.93,5.57,0.40
170.00,1.46,1.49,0.74,0.66,1.46,1.50,0.15,0.06,0.01,1.56,1.95,3.03,3.50,4.53,4.95,5.51,1.42
171.00,1.42,1.48,0.82,0.63,1.49,1.41,0.11,0.07,0.00,1.56,1.89,2.96,3.52,4.42,5.01,5.58,0.55
172.00,1.39,1.48,0.74,0.66,1.49,1.49,0.66,0.06,0.01,1.54,1.92,3.03,3.52,4.65,5.06,5.53,0.71
173.00,1.42,1.49,0.75,0.64,1.48,1.42,0.14,0.07,0.01,1.55,1.93,3.03,3.51,4.51,5.00,5.57,0.44
174.00,1.34,1.49,0.75,0.60,1.49,1.48,0.13,0.06,0.00,1.56,2.01,3.05,3.58,4.65,5.00,5.53,0.40
175.00,1.34,1.49,0.75,0.60,1.49,1.49,0.62,0.06,0.01,1.56,2.01,3.02,3.58,4.65,5.00,5.51,0.39
176.00,1.30,1.46,0.76,0.60,1.49,1.47,0.13,0.07,0.00,1.55,1.93,3.03,3.54,4.35,5.00,5.52,0.47
177.00,1.41,1.48,0.74,0.65,1.49,1.50,0.68,0.06,0.02,1.55,1.94,3.03,3.52,4.33,4.94,5.50,0.45
178.00,1.28,1.45,0.74,0.66,1.48,1.50,0.80,0.06,0.01,1.56,1.91,3.03,3.52,4.37,4.90,5.53,0.72
179.00,1.30,1.49,0.81,0.66,1.49,1.49,0.11,0.07,0.02,1.56,1.89,3.03,3.51,4.42,5.00,5.63,1.48
180.00,1.30,1.46,0.75,0.66,1.49,1.48,0.15,0.07,0.00,1.56,1.92,3.03,3.54,4.64,5.03,5.50,0.47
181.00,1.31,1.49,0.74,0.66,1.49,1.50,0.72,0.06,0.02,1.47,1.89,3.03,3.48,4.46,5.05,5.54,0.38
182.00,1.41,1.48,0.74,0.65,1.49,1.50,0.68,0.06,0.01,1.55,1.94,3.03,3.52,4.33,4.94,5.50,0.45
183.00,1.42,1.46,0.75,0.65,1.42,1.50,0.13,0.07,0.01,1.55,1.94,3.03,3.72,4.65,5.06,5.50,0.70
184.00,1.42,1.47,0.74,0.49,1.41,1.47,0.21,0.06,0.00,1.56,1.94,2.99,3.67,4.41,4.99,5.63,0.44
185.00,1.29,1.49,0.74,0.67,1.49,1.42,0.66,0.06,0.02,1.47,1.89,3.03,3.48,4.54,5.05,5.54,0.38
186.00,1.42,1.46,0.73,0.58,1.49,1.48,0.15,0.06,0.01,1.57,1.96,3.02,3.66,4.31,5.08,5.57,0.44
187.00,1.33,1.50,0.74,0.66,1.48,1.48,0.64,0.06,0.01,1.57,1.94,3.01,3.51,4.63,4.91,5.52,0.82
188.00,1.31,1.37,0.74,0.64,1.48,1.47,0.68,0.06,0.00,1.57,1.95,3.03,3.54,4.54,5.02,5.53,0.36
189.00,1.44,1.48,0.76,0.63,1.48,1.43,0.11,0.07,0.01,1.56,1.91,2.96,3.53,4.52,4.93,5.53,0.48
