# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
54.00,1.48,1.24,0.13,0.11,0.28,1.50,0.89,0.42,0.73,0.82,2.28,2.82,3.21,3.93,5.38,5.95,1.27
55.00,1.49,0.27,0.20,0.14,0.31,1.50,1.44,0.67,0.71,0.90,1.77,2.78,3.17,3.93,5.47,5.64,1.25
56.00,1.49,0.93,0.13,0.12,0.30,1.50,0.91,0.55,0.68,0.87,2.28,2.53,3.21,3.93,5.30,5.74,1.27
57.00,1.49,0.28,0.29,0.14,0.29,1.47,0.86,0.38,0.77,0.90,1.68,2.92,3.18,3.93,5.30,5.71,1.19
58.00,1.49,0.18,0.25,0.12,0.33,1.50,0.92,0.59,0.75,0.85,1.72,2.71,3.20,3.93,5.41,5.89,1.24
59.00,1.50,0.24,0.21,0.12,0.38,1.50,1.39,0.24,0.70,0.84,1.71,2.69,3.19,3.93,5.31,5.88,1.25
60.00,1.49,0.17,0.21,0.17,0.30,1.48,1.41,0.67,0.67,0.90,1.69,2.78,3.17,3.93,5.46,5.63,1.20
61.00,1.49,0.24,0.32,0.10,0.28,1.50,0.86,0.36,0.73,0.84,1.74,2.71,3.15,3.93,5.39,5.89,1.25
62.00,1.50,0.21,0.21,0.15,0.24,1.49,1.39,0.66,0.68,0.84,1.80,2.85,3.14,3.93,5.37,5.88,1.25
63.00,1.49,0.14,0.19,0.15,0.39,1.47,0.94,0.38,0.74,0.84,1.69,2.58,3.20,3.93,5.38,5.89,1.07
64.00,1.39,0.19,0.28,0.14,0.33,1.50,1.43,1.38,0.70,0.90,1.69,2.88,3.20,3.93,5.41,5.88,1.33
65.00,1.42,0.99,0.21,0.12,0.33,1.50,1.29,0.27,0.75,0.81,1.74,2.80,3.18,3.93,5.27,5.89,0.69
66.00,1.41,0.16,0.20,0.15,0.41,1.47,0.98,0.27,0.75,0.81,1.67,2.80,3.22,3.93,5.27,5.90,1.21
67.00,1.49,0.17,0.20,0.15,0.28,1.47,0.77,0.40,0.74,0.87,1.71,2.58,3.20,3.93,5.39,5.90,1.35
68.00,1.49,1.22,0.13,0.10,0.33,1.50,0.93,0.58,0.74,0.82,2.21,2.61,3.20,3.93,5.30,5.65,1.26
69.00,1.38,1.24,0.32,0.09,0.27,1.49,0.89,0.56,0.74,0.87,1.74,2.85,3.15,3.93,5.37,5.91,1.32
70.00,1.43,1.22,0.32,0.10,0.28,1.50,0.93,0.30,0.76,0.90,1.68,2.82,3.22,3.93,5.43,5.90,1.33
71.00,1.49,0.14,0.19,0.15,0.34,1.47,0.94,0.26,0.77,0.84,1.69,2.59,3.15,3.93,5.38,5.89,1.25
72.00,1.48,1.26,0.31,0.09,0.30,1.50,1.47,1.49,0.74,0.81,1.71,2.85,3.15,3.93,5.41,5.89,1.64
73.00,1.49,0.95,0.32,0.10,0.31,1.50,0.92,0.28,0.71,0.82,1.71,2.85,3.20,3.93,5.30,5.72,1.31
74.00,1.39,1.04,0.28,0.10,0.32,1.49,1.40,1.48,0.76,0.82,1.77,2.81,3.21,3.93,5.42,5.91,1.08
75.00,1.49,0.17,0.20,0.15,0.29,1.47,0.77,0.40,0.74,0.84,1.71,2.58,3.20,3.93,5.41,5.70,1.20
76.00,1.50,0.22,0.21,0.15,0.35,1.50,0.81,0.38,0.68,0.90,1.69,2.83,3.21,3.93,5.30,5.62,1.18
77.00,1.50,1.24,0.31,0.10,0.33,1.49,0.79,0.40,0.74,0.81,1.68,2.85,3.14,3.93,5.26,5.71,1.27
78.00,1.36,1.24,0.33,0.09,0.27,1.49,0.86,0.56,0.78,0.87,1.74,2.85,3.15,3.93,5.34,5.82,1.32
79.00,1.39,0.15,0.28,0.15,0.27,1.50,1.43,1.45,0.70,0.90,1.74,2.88,3.16,3.93,5.27,5.70,1.29
80.00,1.50,0.20,0.32,0.12,0.28,1.50,1.33,0.59,0.72,0.84,1.69,2.68,3.26,3.93,5.39,5.88,1.38
81.00,1.43,0.16,0.21,0.15,0.31,1.49,0.90,0.38,0.76,0.88,1.71,2.85,3.20,3.93,5.38,5.90,1.08
82.00,1.49,1.09,0.31,0.09,0.30,1.50,0.90,0.34,0.71,0.90,1.75,2.85,3.19,3.93,5.42,5.85,0.71
83.00,1.48,0.20,0.21,0.15,0.27,1.49,1.29,0.27,0.78,0.88,1.71,2.63,3.23,3.93,5.42,5.88,1.20
84.00,1.40,1.33,0.31,0.12,0.33,1.49,1.02,0.66,0.75,0.83,1.69,2.89,3.18,3.93,5.43,5.62,1.26
85.00,1.39,1.22,0.14,0.10,0.32,1.50,1.38,0.59,0.74,0.82,2.22,2.82,3.14,3.93,5.27,5.65,1.26
86.00,1.39,1.42,0.28,0.09,0.27,1.49,1.43,1.49,0.67,0.90,1.74,2.88,3.15,3.96,5.43,5.70,1.25
87.00,1.42,0.98,0.22,0.12,0.33,1.50,1.29,0.35,0.75,0.88,1.74,2.81,3.18,3.93,5.28,5.88,0.66
88.00,1.50,0.19,0.15,0.11,0.33,1.49,0.97,0.31,0.70,0.82,2.25,2.82,3.19,3.93,5.40,5.82,1.18
89.00,1.50,0.24,0.21,0.12,0.38,1.49,0.94,0.24,0.75,0.84,1.71,2.54,3.19,3.93,5.31,5.88,1.25
90.00,1.49,0.28,0.30,0.14,0.30,1.47,0.86,0.37,0.77,0.90,1.68,2.92,3.18,3.93,5.29,5.73,1.19
91.00,1.48,1.15,0.27,0.12,0.26,1.50,1.38,1.01,0.67,0.82,1.74,2.92,3.14,3.93,5.42,5.91,1.10
92.00,1.45,0.96,0.21,0.15,0.27,1.49,1.29,0.28,0.77,0.88,1.71,2.84,3.20,3.93,5.42,5.88,1.20
93.00,1.48,1.28,0.32,0.10,0.27,1.50,0.86,0.48,0.75,0.82,1.71,2.83,3.17,3.93,5.40,5.88,1.26
94.00,1.44,0.14,0.18,0.15,0.33,1.50,0.94,1.49,0.77,0.84,1.68,2.58,3.20,3.93,5.42,5.89,1.07
95.00,1.41,0.93,0.21,0.09,0.40,1.49,0.91,0.54,0.74,0.90,1.69,2.58,3.17,3.93,5.44,5.72,1.33
96.00,1.45,1.24,0.31,0.09,0.30,1.49,0.92,0.67,0.78,0.81,1.71,2.85,3.14,3.94,5.46,5.63,1.13
97.00,1.49,0.91,0.21,0.09,0.40,1.49,0.90,0.58,0.76,0.90,1.69,2.59,3.17,3.93,5.41,5.72,1.33
98.00,1.43,0.16,0.20,0.14,0.28,1.47,0.86,0.38,0.76,0.87,1.74,2.54,3.22,3.93,5.42,5.90,1.21
99.00,1.50,0.24,0.30,0.10,0.33,1.50,1.42,1.42,0.74,0.90,1.74,2.73,3.18,3.93,5.31,5.61,1.17
100.00,1.50,1.17,0.31,0.10,0.33,1.50,1.42,1.42,0.68,0.90,1.74,2.84,3.14,3.93,5.31,5.93,1.19
101.00,1.38,1.04,0.27,0.09,0.32,1.49,1.44,1.50,0.70,0.82,1.78,2.88,3.21,3.93,5.29,5.91,1.18
102.00,1.49,1.23,0.13,0.10,0.26,1.45,0.95,0.49,0.78,0.82,2.25,2.85,3.15,3.93,5.43,5.72,1.27
103.00,1.41,1.22,0.32,0.10,0.31,1.50,0.92,0.30,0.73,0.85,1.68,2.83,3.19,3.93,5.43,5.90,1.31
104.00,1.43,0.17,0.29,0.15,0.27,1.47,1.43,0.52,0.76,0.90,1.67,2.58,3.22,3.93,5.27,5.90,1.21
105.00,1.41,0.17,0.29,0.15,0.27,1.47,1.43,0.51,0.76,0.90,1.67,2.58,3.21,3.93,5.27,5.90,1.21
106.00,1.43,0.16,0.20,0.15,0.27,1.47,0.99,0.38,0.76,0.88,1.71,2.54,3.22,3.93,5.38,5.90,1.21
107.00,1.49,1.21,0.32,0.10,0.31,1.50,0.95,0.28,0.71,0.82,1.71,2.83,3.16,3.93,5.30,5.70,1.26
108.00,1.39,0.16,0.29,0.15,0.27,1.46,1.43,0.63,0.72,1.00,1.74,2.82,3.16,3.96,5.30,5.71,1.33
109.00,1.36,1.22,0.33,0.09,0.28,1.49,0.86,0.57,0.78,0.87,1.74,2.85,3.15,3.93,5.42,5.90,1.32
110.00,1.41,0.21,0.20,0.15,0.28,1.49,1.42,0.67,0.78,0.84,1.68,2.68,3.14,3.93,5.40,5.64,1.18
111.00,1.49,0.96,0.21,0.09,0.40,1.49,0.90,0.52,0.74,0.90,1.69,2.58,3.19,3.93,5.43,5.72,1.26
112.00,1.49,0.92,0.13,0.11,0.24,1.50,0.89,0.58,0.77,0.86,2.28,2.85,3.20,3.93,5.39,5.86,1.27
113.00,1.48,0.20,0.21,0.15,0.27,1.49,1.29,0.27,0.77,0.85,1.71,2.63,3.20,3.93,5.42,5.88,1.20
114.00,1.30,0.89,0.14,0.11,0.32,1.50,0.93,0.54,0.77,0.90,2.21,2.71,3.20,3.93,5.31,6.05,1.12
115.00,1.50,1.22,0.31,0.10,0.30,1.50,1.47,1.37,0.74,0.82,1.68,2.86,3.15,3.94,5.29,5.89,1.61
116.00,1.48,1.22,0.31,0.08,0.29,1.50,1.35,0.57,0.78,0.84,1.74,2.85,3.14,3.93,5.42,5.93,1.22
117.00,1.36,1.24,0.28,0.09,0.30,1.49,1.43,1.42,0.78,0.87,1.74,2.85,3.26,3.96,5.37,5.90,1.46
118.00,1.49,0.28,0.21,0.14,0.32,1.47,0.91,0.60,0.78,0.84,1.71,2.77,3.21,3.93,5.40,5.65,1.26
119.00,1.48,0.17,0.21,0.17,0.30,1.48,1.41,0.67,0.67,0.90,1.71,2.78,3.17,3.93,5.42,5.64,1.20
120.00,1.49,1.22,0.13,0.10,0.33,1.48,0.93,0.58,0.78,0.82,2.25,2.85,3.20,3.93,5.30,5.72,1.27
121.00,1.36,1.24,0.31,0.09,0.30,1.50,0.92,0.67,0.78,0.82,1.71,2.85,3.15,3.93,5.47,5.64,1.20
122.00,1.39,0.19,0.29,0.14,0.34,1.50,1.43,1.38,0.70,0.90,1.74,2.88,3.20,3.93,5.43,5.70,1.29
123.00,1.39,1.22,0.27,0.10,0.32,1.50,1.40,0.58,0.75,0.82,1.72,2.84,3.21,3.93,5.42,5.91,1.26
124.00,1.49,0.17,0.21,0.14,0.30,1.49,1.44,0.67,0.77,0.90,1.69,2.78,3.17,3.93,5.39,5.63,1.25
125.00,1.50,1.22,0.32,0.10,0.33,1.50,1.42,1.47,0.68,0.82,1.69,2.84,3.17,3.93,5.29,5.61,1.19
126.00,1.39,0.21,0.29,0.15,0.34,1.50,1.29,1.48,0.70,0.90,1.71,2.88,3.20,3.93,5.43,5.72,1.29
127.00,1.48,1.12,0.13,0.10,0.27,1.50,0.79,0.28,0.77,0.88,2.29,2.85,3.20,3.93,5.41,5.86,0.61
128.00,1.50,1.22,0.31,0.10,0.30,1.50,1.48,1.50,0.74,0.82,1.71,2.85,3.15,3.94,5.29,5.89,1.61
129.00,1.36,1.24,0.28,0.12,0.30,1.49,0.88,0.57,0.78,0.87,1.69,2.85,3.26,3.93,5.35,5.72,1.32
130.00,1.48,1.28,0.31,0.09,0.30,1.50,1.48,1.50,0.74,0.81,1.71,2.85,3.15,3.94,5.41,5.89,1.64
131.00,1.39,1.23,0.27,0.09,0.33,1.50,1.37,1.50,0.76,0.82,1.74,2.80,3.14,3.93,5.41,5.69,1.31
132.00,1.35,0.20,0.32,0.12,0.30,1.43,1.37,0.59,0.76,0.84,1.69,2.68,3.26,3.93,5.39,5.89,1.25
133.00,1.48,0.20,0.20,0.15,0.27,1.49,1.00,0.27,0.77,0.90,1.71,2.54,3.20,3.93,5.38,5.90,1.21
134.00,1.49,0.17,0.21,0.14,0.32,1.50,1.34,0.60,0.78,0.84,1.69,2.54,3.20,3.93,5.37,5.91,1.45
135.00,1.49,1.04,0.27,0.09,0.32,1.49,1.46,0.58,0.70,0.82,1.78,2.88,3.21,3.93,5.29,5.91,1.18
136.00,1.49,0.24,0.32,0.12,0.30,1.50,1.38,0.59,0.73,0.84,1.69,2.71,3.26,3.93,5.39,5.89,1.25
137.00,1.50,0.91,0.21,0.15,0.34,1.49,0.69,0.30,0.74,0.86,1.57,2.72,3.16,3.93,5.29,5.70,1.33
138.00,1.50,1.24,0.33,0.09,0.27,1.49,0.86,0.56,0.78,0.81,1.74,2.85,3.15,3.93,5.34,5.82,1.32
139.00,1.36,0.17,0.29,0.15,0.32,1.50,1.43,0.67,0.76,0.90,1.67,2.58,3.22,3.93,5.26,5.88,1.30
140.00,1.49,1.28,0.32,0.10,0.24,1.50,0.86,0.48,0.75,0.82,1.72,2.83,3.17,3.93,5.31,5.81,1.26
141.00,1.50,0.17,0.29,0.15,0.32,1.49,1.31,0.67,0.78,0.79,1.68,2.85,3.23,3.93,5.27,5.90,1.28
142.00,1.50,1.09,0.21,0.15,0.32,1.50,0.90,0.47,0.71,0.84,1.74,2.87,3.19,3.93,5.27,5.85,0.71
143.00,1.50,1.24,0.32,0.10,0.27,1.50,0.92,0.54,0.77,0.87,1.71,2.86,3.15,3.93,5.34,5.77,1.25
144.00,1.48,1.22,0.33,0.09,0.28,1.49,1.20,0.58,0.76,0.90,1.74,2.85,3.20,3.94,5.41,5.70,1.21
145.00,1.48,1.33,0.31,0.12,0.30,1.50,0.89,0.66,0.75,0.85,1.71,2.91,3.17,3.93,5.46,5.84,1.29
146.00,1.35,0.17,0.29,0.15,0.27,1.47,1.40,0.57,0.72,0.82,1.70,2.82,3.21,3.93,5.30,5.71,1.33
147.00,1.49,1.24,0.32,0.10,0.31,1.50,0.92,0.48,0.71,0.82,1.71,2.85,3.17,3.93,5.30,5.67,1.31
148.00,1.38,1.12,0.20,0.15,0.34,1.50,0.79,0.43,0.68,0.82,1.68,2.85,3.20,3.93,5.41,5.90,0.68
149.00,1.48,1.32,0.21,0.15,0.34,1.50,0.90,0.52,0.75,0.82,1.68,2.85,3.20,3.93,5.42,5.88,1.19
150.00,1.38,1.04,0.28,0.09,0.32,1.49,1.40,1.50,0.70,0.82,1.77,2.88,3.21,3.93,5.28,5.91,1.29
151.00,1.48,0.17,0.29,0.15,0.27,1.50,1.35,1.48,0.78,0.90,1.67,2.82,3.21,3.93,5.41,5.90,1.27
152.00,1.39,0.19,0.29,0.11,0.26,1.49,0.81,1.50,0.75,0.82,1.74,2.73,3.22,3.93,5.44,5.87,1.29
153.00,1.41,0.22,0.28,0.12,0.31,1.50,0.94,0.58,0.75,0.84,1.71,2.68,3.20,3.93,5.43,5.69,1.24
154.00,1.48,0.24,0.21,0.12,0.38,1.50,0.94,0.24,0.75,0.91,1.71,2.78,3.19,3.93,5.30,5.88,1.25
155.00,1.48,1.28,0.32,0.10,0.24,1.50,0.86,0.48,0.75,0.82,1.73,2.83,3.17,3.93,5.31,5.88,1.26
156.00,1.49,0.93,0.13,0.12,0.30,1.50,0.97,0.56,0.68,0.81,2.24,2.85,3.20,3.96,5.31,5.74,1.27
157.00,1.41,0.16,0.31,0.15,0.33,1.47,1.13,0.28,0.71,0.81,1.66,2.80,3.22,3.93,5.27,5.90,1.30
158.00,1.50,0.19,0.12,0.12,0.33,1.49,0.97,0.58,0.70,0.82,2.25,2.86,3.19,3.93,5.40,5.87,1.18
159.00,1.50,1.07,0.21,0.15,0.31,1.49,1.39,0.56,0.71,0.82,1.68,2.85,3.20,3.93,5.30,5.72,1.13
160.00,1.43,0.16,0.21,0.15,0.31,1.49,0.90,0.38,0.76,0.88,1.71,2.86,3.16,3.93,5.38,5.90,1.25
161.00,1.50,1.22,0.13,0.12,0.28,1.50,0.86,0.59,0.78,0.82,2.22,2.82,3.22,3.93,5.33,5.63,1.37
162.00,1.48,1.24,0.32,0.09,0.30,1.50,0.88,0.46,0.75,0.82,1.68,2.85,3.20,3.93,5.31,5.63,1.26
163.00,1.42,1.01,0.32,0.10,0.29,1.50,0.93,0.30,0.71,0.90,1.68,2.83,3.19,3.93,5.43,5.90,1.26
164.00,1.45,0.95,0.21,0.14,0.26,1.49,1.30,0.28,0.77,0.88,1.71,2.88,3.22,3.95,5.40,5.88,1.13
165.00,1.48,1.22,0.31,0.09,0.28,1.50,1.35,0.28,0.78,0.82,1.74,2.85,3.14,3.93,5.41,5.65,1.22
166.00,1.43,0.17,0.29,0.15,0.27,1.50,1.43,0.52,0.73,0.90,1.67,2.58,3.22,3.93,5.28,5.90,1.21
167.00,1.41,1.10,0.28,0.10,0.32,1.50,1.43,0.59,0.70,0.99,1.71,2.81,3.14,3.93,5.27,5.92,1.32
168.00,1.49,1.21,0.21,0.14,0.31,1.49,0.95,0.28,0.71,0.82,1.71,2.83,3.15,3.93,5.30,5.70,1.26
169.00,1.50,0.41,0.28,0.12,0.30,1.50,0.88,0.36,0.76,0.95,1.69,2.71,3.27,3.93,5.39,5.89,1.25
170.00,1.48,1.28,0.32,0.10,0.31,1.50,0.88,0.48,0.75,0.82,1.68,2.84,3.17,3.93,5.31,5.73,1.26
171.00,1.50,1.09,0.21,0.15,0.32,1.50,0.90,0.34,0.71,0.84,1.74,2.87,3.19,3.93,5.27,5.85,0.71
172.00,1.49,0.92,0.21,0.09,0.40,1.49,0.90,0.52,0.74,0.90,1.69,2.58,3.19,3.93,5.43,5.72,1.26
173.00,1.36,1.24,0.33,0.09,0.28,1.49,0.86,0.57,0.78,0.87,1.74,2.85,3.15,3.93,5.35,5.72,1.32
174.00,1.50,1.22,0.14,0.10,0.28,1.50,0.93,0.34,0.78,0.82,2.24,2.85,3.20,3.93,5.30,5.88,1.37
175.00,1.41,0.17,0.29,0.15,0.27,1.50,1.48,1.48,0.74,0.90,1.67,2.82,3.21,3.93,5.41,5.90,1.21
176.00,1.49,0.21,0.21,0.14,0.21,1.50,1.37,1.01,0.73,0.84,1.70,2.53,3.14,3.93,5.42,5.91,1.03
177.00,1.49,0.24,0.31,0.09,0.33,1.50,0.85,0.36,0.70,0.84,1.74,2.72,3.19,3.93,5.39,5.89,1.25
178.00,1.39,1.42,0.28,0.09,0.27,1.49,1.43,1.49,0.70,0.90,1.74,2.88,3.15,3.96,5.43,5.70,1.29
179.00,1.49,0.18,0.27,0.15,0.24,1.50,0.93,0.58,0.77,0.86,1.68,2.68,3.20,3.93,5.40,5.67,1.24
180.00,1.50,0.23,0.21,0.14,0.35,1.50,1.13,0.54,0.72,0.91,1.59,2.61,3.18,3.93,5.30,5.79,1.21
181.00,1.49,0.26,0.21,0.15,0.26,1.49,0.89,0.33,0.76,0.84,1.72,2.63,3.22,3.93,5.40,5.89,1.13
182.00,1.49,0.17,0.20,0.15,0.30,1.47,0.77,0.38,0.74,0.84,1.71,2.58,3.20,3.93,5.39,5.70,1.20
183.00,1.49,0.24,0.32,0.12,0.30,1.47,1.37,0.59,0.76,0.84,1.69,2.70,3.26,3.93,5.39,5.89,1.25
184.00,1.50,0.22,0.21,0.15,0.35,1.50,0.97,0.38,0.68,0.82,1.69,2.83,3.19,3.93,5.30,5.62,1.18
185.00,1.50,1.07,0.14,0.11,0.28,1.50,0.94,0.34,0.74,0.84,2.26,2.82,3.17,3.93,5.30,5.88,1.37
186.00,1.49,0.17,0.29,0.15,0.32,1.49,1.33,0.67,0.78,0.90,1.68,2.85,3.22,3.93,5.28,5.90,1.30
187.00,1.39,1.22,0.14,0.09,0.32,1.50,1.38,0.60,0.74,0.82,2.22,2.82,3.14,3.93,5.27,5.65,1.27
188.00,1.42,1.01,0.32,0.10,0.29,1.50,0.93,0.30,0.76,0.90,1.68,2.83,3.19,3.93,5.43,5.90,1.26
189.00,1.37,1.08,0.21,0.15,0.32,1.50,1.40,0.30,0.78,0.83,1.71,2.77,3.19,3.93,5.26,5.87,0.48
