# Index,Gear Ratio 1,Gear Ratio 2,Gear Ratio 3,Gear Ratio 4,Gear Ratio 5,Gear Ratio 6,Gear Ratio 7,Gear Ratio 8,Percentage 1,Percentage 2,Percentage 3,Percentage 4,Percentage 5,Percentage 6,Percentage 7,Percentage 8,Initial Gear Ratio
16.00,1.42,0.12,0.15,0.12,0.25,1.40,1.11,0.29,0.74,0.90,2.35,2.93,3.16,3.95,5.48,5.92,1.16
17.00,0.13,0.15,0.14,0.99,1.48,1.42,0.32,0.27,0.75,0.90,2.30,3.06,3.17,4.68,5.49,6.02,0.33
18.00,1.43,0.12,0.21,0.12,0.19,1.41,0.31,0.49,0.78,0.86,2.32,2.99,3.15,4.36,5.49,6.20,1.20
19.00,0.13,0.15,0.14,1.00,1.50,1.42,0.39,0.94,0.48,1.08,2.27,3.08,3.17,4.68,5.49,6.02,1.29
20.00,1.30,0.12,0.13,0.12,0.25,1.35,1.12,1.37,0.76,0.89,2.28,3.11,3.18,3.94,5.48,6.16,1.15
21.00,0.13,0.15,0.14,0.99,1.50,1.42,0.39,0.93,0.30,1.08,2.34,3.08,3.17,4.71,5.49,6.02,1.29
22.00,0.10,0.13,0.13,1.50,1.00,1.49,0.22,0.26,0.18,0.85,2.30,2.94,3.18,4.48,5.45,6.07,1.30
23.00,1.38,0.12,0.21,0.12,0.15,1.37,0.32,0.51,0.39,0.86,2.32,2.91,3.15,4.50,5.48,6.24,1.20
24.00,1.42,0.12,0.13,0.12,0.25,1.45,0.50,1.22,0.78,0.92,2.35,3.07,3.18,3.98,5.47,5.90,1.35
25.00,0.16,0.15,0.14,1.02,1.50,1.47,0.37,0.94,0.48,0.89,2.31,3.09,3.17,4.69,5.49,5.96,1.28
26.00,1.43,0.12,0.12,0.12,0.23,1.41,1.33,0.51,0.76,0.82,2.03,2.69,3.18,3.94,5.49,6.02,1.23
27.00,1.38,0.12,0.21,0.12,0.16,1.40,0.32,0.49,0.44,0.86,2.32,2.91,3.15,4.45,5.48,6.24,1.26
28.00,1.38,0.12,0.21,0.09,0.15,1.37,0.32,0.51,0.39,0.85,2.31,2.91,3.15,4.38,5.48,6.24,1.50
29.00,0.13,0.15,0.13,0.92,1.50,1.45,0.30,0.92,0.30,1.08,2.33,3.06,3.14,4.71,5.49,6.20,0.39
30.00,1.43,0.12,0.13,0.12,0.22,1.40,0.19,1.49,0.78,0.82,2.32,2.68,3.24,3.94,5.48,6.24,1.18
31.00,1.42,0.11,0.13,0.12,0.30,1.50,0.49,0.95,0.76,0.87,2.05,2.76,3.17,3.93,5.47,6.19,1.22
32.00,0.12,0.15,0.14,1.02,1.47,1.50,0.40,0.28,0.46,0.90,2.30,3.10,3.17,4.67,5.49,5.84,0.30
33.00,0.13,0.12,0.13,1.50,0.51,1.45,0.37,0.17,0.07,0.81,2.33,2.92,3.18,4.64,5.43,5.98,1.32
34.00,1.42,0.12,0.13,0.12,0.22,1.41,1.29,0.28,0.76,0.86,2.03,2.77,3.25,3.94,5.49,6.06,1.13
35.00,0.12,0.16,0.13,1.02,1.39,1.50,0.40,0.94,0.34,0.89,2.30,3.09,3.15,4.67,5.49,6.24,0.25
36.00,1.39,0.12,0.21,0.12,0.15,1.37,1.04,0.49,0.72,0.86,2.32,3.08,3.18,4.43,5.48,6.24,1.20
37.00,1.42,0.11,0.13,0.12,0.22,1.49,0.32,1.49,0.78,0.81,2.05,2.76,3.17,3.93,5.48,6.24,1.20
38.00,1.42,0.11,0.13,0.12,0.30,1.50,0.49,0.95,0.76,0.87,2.05,3.07,3.17,3.95,5.47,6.19,1.22
39.00,1.38,0.12,0.21,0.12,0.15,1.40,0.34,0.49,0.39,0.86,2.32,2.99,3.15,4.43,5.47,6.24,1.20
40.00,0.13,0.13,0.16,1.47,0.28,1.49,0.23,0.21,0.17,0.88,2.32,2.96,3.14,4.44,5.49,5.96,1.45
41.00,1.42,0.12,0.13,0.14,0.24,1.47,0.97,0.22,0.78,0.92,2.33,3.11,3.18,3.95,5.48,5.92,1.38
42.00,1.42,0.12,0.13,0.14,0.27,1.47,1.30,0.22,0.78,0.80,2.33,2.95,3.25,3.95,5.45,5.93,1.38
43.00,1.41,0.13,0.13,0.12,0.25,1.50,0.50,0.95,0.76,0.87,2.05,2.76,3.17,4.68,5.47,6.21,1.22
44.00,1.43,0.12,0.13,0.12,0.22,1.40,0.32,1.49,0.78,0.82,2.32,2.68,3.18,3.94,5.48,6.24,1.20
45.00,1.43,0.13,0.10,0.12,0.30,1.43,1.32,0.24,0.76,0.82,2.11,2.76,3.18,3.93,5.49,6.19,0.27
46.00,1.42,0.11,0.13,0.13,0.30,1.42,0.49,0.96,0.76,0.87,2.11,2.76,3.15,3.93,5.47,6.19,1.22
47.00,0.24,0.26,0.09,0.84,1.38,1.47,0.64,0.98,0.34,0.83,2.23,3.13,3.21,4.70,5.49,6.22,0.68
48.00,1.43,0.12,0.13,0.12,0.31,1.05,0.49,0.95,0.76,0.87,2.04,3.08,3.24,3.95,5.47,6.19,1.22
49.00,1.43,0.12,0.15,0.11,0.22,1.05,1.26,0.23,0.77,0.79,2.33,2.95,3.25,3.97,5.45,6.08,1.15
50.00,0.23,0.26,0.09,0.84,1.40,1.34,0.64,0.98,0.36,0.83,2.31,3.13,3.21,4.70,5.42,6.20,0.75
51.00,0.16,0.15,0.14,1.09,1.48,1.47,0.39,0.90,0.72,0.94,2.31,3.12,3.17,4.69,5.49,5.96,1.37
52.00,0.12,0.15,0.13,1.02,1.50,1.50,0.30,0.92,0.49,0.89,2.31,3.09,3.16,4.68,5.49,6.07,1.33
53.00,1.42,0.12,0.13,0.12,0.22,1.41,1.29,0.28,0.76,0.91,2.03,2.77,3.25,3.95,5.48,6.06,1.37
54.00,1.38,0.12,0.13,0.12,0.24,1.34,0.28,0.49,0.33,0.86,2.35,2.68,3.15,3.96,5.48,6.24,1.34
55.00,1.35,0.12,0.13,0.17,0.27,1.34,0.22,0.50,0.77,0.91,2.34,3.10,3.22,3.96,5.48,6.17,1.39
56.00,1.42,0.13,0.10,0.10,0.39,1.50,1.31,0.28,0.76,0.84,2.32,2.72,3.18,3.94,5.49,6.02,1.19
57.00,1.43,0.13,0.12,0.12,0.30,1.43,1.32,0.24,0.72,0.82,2.11,2.76,3.18,3.93,5.47,6.19,0.27
58.00,0.13,0.15,0.13,0.99,1.50,1.42,0.31,0.92,0.30,1.08,2.34,3.06,3.17,4.71,5.49,6.02,1.29
59.00,1.42,0.13,0.16,0.12,0.24,1.44,0.29,0.48,0.78,0.92,2.33,2.99,3.18,3.96,5.48,5.90,1.16
60.00,1.43,0.13,0.13,0.12,0.20,1.49,0.87,1.39,0.75,0.81,2.02,2.68,3.23,3.94,5.44,6.08,1.15
61.00,0.11,0.12,0.13,1.47,0.54,1.50,0.21,0.21,0.17,0.89,2.30,2.93,3.17,4.57,5.47,6.09,1.33
62.00,0.26,0.12,0.14,1.49,0.37,1.42,0.40,0.21,0.21,0.80,2.22,2.89,3.17,4.70,5.40,6.13,0.76
63.00,0.13,0.13,0.16,1.47,0.97,1.49,0.23,0.21,0.17,0.88,2.33,2.96,3.14,4.67,5.49,5.96,1.44
64.00,0.12,0.15,0.14,1.02,1.47,1.37,0.40,0.51,0.46,0.90,2.30,3.10,3.18,4.46,5.49,6.28,1.20
65.00,1.41,0.11,0.13,0.17,0.23,1.40,0.99,0.55,0.76,0.82,2.04,3.10,3.22,3.99,5.49,6.01,1.49
66.00,1.41,0.12,0.13,0.13,0.20,1.44,0.48,0.22,0.77,0.98,2.29,2.96,3.22,3.96,5.49,5.84,1.33
67.00,0.13,0.15,0.14,1.42,0.97,1.48,0.36,0.21,0.30,0.82,2.34,2.98,3.17,4.71,5.46,6.17,1.33
68.00,0.24,0.26,0.09,0.84,1.38,1.47,0.64,0.98,0.34,0.83,2.23,3.13,3.21,4.70,5.49,6.22,0.68
69.00,0.16,0.15,0.14,1.04,1.50,1.50,0.37,0.89,0.18,0.89,2.31,3.08,3.17,4.69,5.49,6.09,0.85
70.00,1.42,0.12,0.13,0.12,0.23,1.34,0.28,0.51,0.33,0.90,2.35,2.68,3.21,3.96,5.49,6.17,1.34
71.00,1.43,0.12,0.15,0.13,0.22,1.05,1.33,0.23,0.78,0.79,2.33,2.95,3.25,3.97,5.45,6.08,1.33
72.00,0.11,0.13,0.14,1.49,0.44,1.50,0.37,0.17,0.17,0.89,2.33,2.95,3.17,4.64,5.47,5.99,0.85
73.00,0.11,0.13,0.14,1.50,0.96,1.50,0.20,0.21,0.17,0.89,2.33,2.95,3.17,4.64,5.47,6.09,0.85
74.00,0.12,0.12,0.13,1.36,0.52,1.45,0.37,0.17,0.07,0.81,2.30,2.92,3.18,4.67,5.44,5.98,1.16
75.00,0.26,0.12,0.14,1.49,0.37,1.42,0.40,0.21,0.21,0.80,2.22,2.89,3.17,4.57,5.40,6.13,0.76
76.00,0.15,0.12,0.14,1.42,0.40,1.46,0.29,1.40,0.06,0.84,2.29,2.91,3.18,4.70,5.49,6.19,1.41
77.00,0.12,0.15,0.14,1.02,1.47,1.37,0.40,0.51,0.46,0.90,2.30,3.10,3.18,4.46,5.49,6.28,1.23
78.00,0.10,0.13,0.13,1.48,0.99,1.49,0.23,0.11,0.18,0.80,2.30,2.94,3.18,4.48,5.45,6.08,1.30
79.00,0.12,0.12,0.13,1.48,0.25,1.49,1.41,0.45,0.73,0.84,2.30,2.92,3.22,4.69,4.88,6.08,0.39
80.00,0.13,0.13,0.15,1.48,0.93,1.50,0.32,0.24,0.20,0.83,2.30,2.99,3.18,4.48,5.50,6.07,1.34
81.00,1.40,0.11,0.17,0.09,0.32,1.47,0.97,0.12,0.76,0.84,2.30,3.06,3.18,3.93,5.49,5.87,1.55
82.00,1.40,0.12,0.10,0.12,0.26,1.49,1.27,1.46,0.78,0.92,2.30,2.90,3.17,3.95,5.49,6.17,1.26
83.00,1.42,0.12,0.13,0.12,0.23,1.40,0.32,0.19,0.78,0.85,2.30,2.67,3.18,4.53,5.49,6.07,1.14
84.00,0.11,0.13,0.13,1.00,1.50,1.48,0.36,0.25,0.48,0.97,2.23,3.10,3.18,4.58,5.49,5.89,1.41
85.00,0.10,0.15,0.14,1.02,1.50,1.40,0.37,0.94,0.48,0.89,2.31,3.09,3.17,4.69,5.49,5.96,1.28
86.00,1.42,0.12,0.13,0.12,0.24,1.34,0.28,0.51,0.33,0.90,2.35,2.68,3.28,3.96,5.49,6.17,1.34
87.00,0.13,0.12,0.15,1.48,0.98,1.50,0.26,0.47,0.18,0.90,2.34,3.06,3.15,4.54,5.45,6.00,1.20
88.00,0.12,0.12,0.13,1.37,0.51,1.45,0.37,0.17,0.07,0.81,2.30,2.92,3.18,4.52,5.44,5.98,1.32
89.00,0.12,0.13,0.14,1.50,0.96,1.47,0.57,0.48,0.17,0.84,2.35,2.96,3.14,4.70,5.41,6.20,1.22
90.00,0.13,0.13,0.15,1.48,0.93,1.50,0.32,0.24,0.20,0.86,2.30,2.99,3.18,4.50,5.46,6.07,1.34
91.00,1.42,0.12,0.21,0.12,0.22,1.44,0.22,1.45,0.62,0.91,2.32,3.09,3.25,4.44,5.47,6.06,1.38
92.00,1.42,0.12,0.21,0.12,0.16,1.44,0.32,0.28,0.38,0.86,2.32,2.91,3.15,4.50,5.48,6.24,1.26
93.00,0.12,0.12,0.15,1.05,1.42,1.42,0.30,0.24,0.45,0.90,2.25,3.05,3.15,4.51,5.48,6.10,0.26
94.00,1.30,0.12,0.14,0.12,0.26,1.42,0.26,0.50,0.78,0.84,2.34,2.77,3.36,3.96,5.49,6.15,1.26
95.00,1.43,0.12,0.17,0.13,0.34,1.47,0.60,0.12,0.78,0.92,2.05,2.93,3.17,3.93,5.48,6.07,1.57
96.00,0.12,0.13,0.15,0.84,1.43,1.43,0.30,0.21,0.78,0.90,2.29,3.06,3.17,4.67,5.46,5.84,1.20
97.00,1.43,0.12,0.13,0.12,0.23,1.34,0.28,0.51,0.33,0.90,2.35,2.68,3.21,3.96,5.49,6.09,1.34
98.00,1.42,0.12,0.16,0.12,0.23,1.34,0.28,0.29,0.74,0.90,2.35,2.94,3.18,3.94,5.49,6.17,1.18
99.00,0.13,0.15,0.14,0.99,1.48,1.42,0.39,0.28,0.21,0.91,2.30,3.08,3.17,4.68,5.49,6.02,0.31
100.00,1.43,0.12,0.12,0.12,0.23,1.41,1.33,0.21,0.76,0.82,2.32,2.67,3.23,3.94,5.47,6.09,1.26
101.00,1.41,0.13,0.10,0.10,0.22,1.47,1.31,0.28,0.76,0.84,2.32,2.72,3.18,3.94,5.49,6.02,1.20
102.00,1.37,0.10,0.13,0.11,0.22,1.37,0.40,0.50,0.77,0.92,2.35,2.99,3.22,3.96,5.49,6.15,1.10
103.00,1.42,0.12,0.15,0.12,0.23,1.33,0.28,0.58,0.34,0.90,2.35,2.68,3.21,3.96,5.49,6.08,1.16
104.00,1.44,0.12,0.13,0.16,0.23,1.40,0.21,0.54,0.78,0.91,2.34,3.10,3.22,3.95,5.49,6.07,1.38
105.00,1.42,0.13,0.13,0.14,0.23,1.50,0.32,0.19,0.78,0.85,2.30,2.67,3.18,4.53,5.48,6.24,1.15
106.00,1.42,0.12,0.16,0.10,0.22,1.48,0.19,0.22,0.78,0.83,2.32,2.91,3.25,3.95,5.47,6.08,1.33
107.00,0.13,0.13,0.14,1.50,0.96,1.47,0.20,0.48,0.17,0.82,2.33,2.96,3.14,4.63,5.41,6.20,1.22
108.00,1.42,0.12,0.13,0.12,0.22,1.35,0.28,0.53,0.33,0.90,2.33,2.67,3.18,3.96,5.49,6.17,1.46
109.00,0.12,0.12,0.15,1.49,0.22,1.47,0.37,0.17,0.78,0.93,2.32,2.92,3.16,4.54,5.47,6.09,1.32
110.00,1.38,0.12,0.21,0.12,0.15,1.37,0.32,0.49,0.39,0.86,2.32,2.91,3.15,4.43,5.48,6.24,1.20
111.00,1.43,0.12,0.21,0.12,0.15,1.41,0.51,0.49,0.78,0.86,2.32,2.90,3.15,4.36,5.48,6.24,1.20
112.00,0.16,0.12,0.15,1.40,0.51,1.50,0.39,0.24,0.17,0.91,2.30,2.92,3.21,4.70,5.40,6.17,1.21
113.00,1.24,0.12,0.15,0.12,0.24,1.48,1.37,0.26,0.74,0.92,2.33,3.12,3.18,3.95,5.49,6.11,1.37
114.00,1.43,0.12,0.13,0.12,0.24,1.45,0.27,0.51,0.33,0.93,2.31,2.68,3.19,3.93,5.49,6.09,1.15
115.00,1.38,0.12,0.21,0.12,0.15,1.40,0.32,0.49,0.39,0.86,2.32,2.91,3.15,4.50,5.48,6.24,1.20
116.00,1.42,0.12,0.13,0.12,0.25,1.41,0.31,1.36,0.52,0.84,2.33,2.69,3.18,3.94,5.48,6.01,0.89
117.00,0.12,0.13,0.15,1.08,1.43,1.50,0.32,0.21,0.47,0.88,2.31,3.11,3.17,4.71,5.49,5.84,1.21
118.00,1.43,0.12,0.13,0.12,0.24,1.43,0.23,0.47,0.32,0.81,2.33,2.65,3.18,3.93,5.46,6.09,1.09
119.00,1.43,0.12,0.21,0.12,0.15,1.40,0.30,0.49,0.78,0.86,2.32,2.90,3.15,4.36,5.49,6.24,1.20
120.00,1.42,0.12,0.15,0.12,0.25,1.40,0.28,0.29,0.74,0.90,2.35,2.93,3.16,4.70,5.48,6.09,1.16
121.00,0.12,0.15,0.14,1.00,1.50,1.50,0.40,1.03,0.49,1.08,2.34,3.10,3.21,4.70,5.50,6.00,1.28
122.00,0.12,0.12,0.13,1.36,0.51,1.45,0.37,0.17,0.07,0.81,2.30,2.92,3.18,4.70,5.44,5.98,1.32
123.00,1.41,0.12,0.13,0.14,0.32,1.47,0.97,0.22,0.78,0.97,2.33,2.93,3.22,3.93,5.48,6.09,1.40
124.00,1.39,0.12,0.13,0.12,0.25,1.35,1.12,1.37,0.76,0.89,2.28,3.11,3.18,3.94,5.48,6.16,1.16
125.00,1.42,0.12,0.13,0.14,0.32,1.47,0.97,0.22,0.78,0.97,2.32,2.92,3.22,3.93,5.48,5.92,1.40
126.00,0.24,0.26,0.09,0.84,1.38,1.47,0.51,0.98,0.34,0.83,2.23,3.13,3.21,4.70,5.49,6.22,0.68
127.00,0.13,0.12,0.14,1.45,0.33,1.41,0.30,0.19,0.16,0.89,2.36,2.96,3.15,4.67,5.49,6.16,1.33
128.00,0.12,0.13,0.15,1.08,1.43,1.50,0.26,0.21,0.47,0.91,2.29,3.11,3.17,4.70,5.45,5.84,1.20
129.00,0.12,0.15,0.13,1.00,1.46,1.40,0.30,0.56,0.49,0.97,2.30,3.10,3.16,4.69,5.49,6.07,0.38
130.00,1.44,0.12,0.13,0.17,0.28,1.40,0.22,0.54,0.77,0.91,2.34,3.10,3.22,3.95,5.49,6.17,1.38
131.00,0.12,0.11,0.15,1.48,0.97,1.49,0.22,1.45,0.18,0.83,2.31,2.96,3.18,4.47,5.49,6.07,1.34
132.00,1.43,0.12,0.13,0.12,0.22,1.40,0.32,1.48,0.78,0.82,2.30,2.68,3.18,3.94,5.45,6.19,1.20
133.00,1.42,0.12,0.13,0.12,0.25,1.35,1.12,1.37,0.74,0.81,2.30,3.11,3.18,3.94,5.48,5.88,1.15
134.00,1.41,0.12,0.13,0.13,0.22,1.46,0.96,0.45,0.73,0.81,2.32,2.90,3.22,4.64,5.48,6.08,1.40
135.00,1.42,0.13,0.13,0.12,0.34,1.41,0.54,0.31,0.78,0.84,2.35,2.77,3.35,3.95,5.49,5.88,1.62
136.00,0.13,0.12,0.13,1.50,0.51,1.45,0.37,0.17,0.07,0.81,2.33,2.93,3.18,4.64,5.43,5.98,1.32
137.00,1.42,0.13,0.10,0.12,0.22,1.49,0.55,1.45,0.78,0.82,2.33,2.91,3.18,3.97,5.47,5.92,0.31
138.00,1.43,0.12,0.15,0.13,0.22,1.34,0.51,0.22,0.78,0.94,2.32,2.92,3.18,4.54,5.47,6.09,1.33
139.00,0.12,0.15,0.13,1.00,1.50,1.50,0.40,0.23,0.19,1.08,2.20,3.10,3.18,4.70,5.49,5.83,0.28
140.00,0.16,0.14,0.13,1.02,1.49,1.50,0.36,0.15,0.17,0.85,2.30,3.11,3.18,4.71,5.49,5.85,1.30
141.00,1.42,0.12,0.14,0.12,0.23,1.50,1.29,0.20,0.78,0.82,2.33,2.76,3.19,4.66,5.49,6.18,1.23
142.00,1.30,0.12,0.14,0.12,0.26,1.41,0.26,0.50,0.78,0.84,2.34,2.77,3.35,3.94,5.49,6.15,1.26
143.00,1.33,0.12,0.15,0.17,0.27,1.34,0.97,0.44,0.49,0.84,2.34,3.09,3.22,3.96,5.40,6.20,1.38
144.00,1.42,0.12,0.13,0.12,0.25,1.35,1.12,1.37,0.74,0.81,2.30,3.07,3.18,3.94,5.48,5.90,1.15
145.00,1.43,0.12,0.13,0.12,0.24,1.44,0.23,0.51,0.32,0.81,2.33,2.65,3.18,3.93,5.49,6.09,1.16
146.00,1.26,0.13,0.13,0.12,0.34,1.44,0.26,0.54,0.78,0.86,2.33,2.99,3.18,3.93,5.49,6.09,1.16
147.00,1.40,0.13,0.10,0.12,0.26,1.49,1.23,1.48,0.78,0.92,2.33,2.91,3.19,3.95,5.45,6.16,1.26
148.00,0.12,0.15,0.13,1.00,1.50,1.50,0.30,0.92,0.49,0.97,2.22,3.10,3.16,4.69,5.49,6.07,0.38
149.00,1.42,0.12,0.13,0.12,0.25,1.45,0.50,1.22,0.78,0.92,2.30,2.90,3.18,3.98,5.49,5.90,1.35
150.00,1.42,0.12,0.13,0.12,0.23,1.41,1.28,0.20,0.78,0.82,2.34,2.76,3.19,4.66,5.49,6.07,1.23
151.00,1.42,0.12,0.13,0.12,0.22,1.41,1.29,0.28,0.76,0.86,2.07,2.77,3.25,3.94,5.48,6.06,1.13
152.00,0.16,0.12,0.15,1.40,0.51,1.50,0.39,0.24,0.17,0.91,2.34,2.92,3.21,4.70,5.40,6.18,1.22
153.00,0.12,0.13,0.15,1.08,1.43,1.47,0.24,0.21,0.45,0.89,2.29,3.11,3.17,4.67,5.49,5.84,1.44
154.00,1.38,0.12,0.21,0.12,0.15,1.40,0.32,0.51,0.39,0.86,2.32,2.91,3.15,4.38,5.48,6.24,1.20
155.00,1.42,0.13,0.13,0.12,0.24,1.44,0.26,0.52,0.78,0.90,2.33,2.99,3.18,3.93,5.49,6.09,1.16
156.00,0.13,0.15,0.14,1.42,0.97,1.48,0.36,0.21,0.48,0.82,2.28,2.98,3.17,4.68,5.46,6.17,1.33
157.00,1.39,0.12,0.13,0.14,0.23,1.46,1.38,1.46,0.76,0.90,2.28,3.07,3.22,3.95,5.49,6.19,1.46
158.00,1.43,0.12,0.14,0.13,0.34,1.45,0.88,0.12,0.76,0.92,2.05,2.96,3.17,3.93,5.48,6.07,1.58
159.00,1.40,0.13,0.10,0.12,0.22,1.49,0.63,1.45,0.78,0.82,2.31,2.91,3.18,3.94,5.48,6.16,1.19
160.00,0.13,0.12,0.14,1.49,0.97,1.49,0.23,0.21,0.17,0.89,2.33,2.96,3.15,4.67,5.49,6.16,1.44
161.00,1.42,0.11,0.13,0.12,0.30,1.50,0.49,0.95,0.76,0.87,2.06,3.07,3.17,3.95,5.47,6.19,1.10
162.00,0.12,0.12,0.17,1.49,0.44,1.45,0.28,0.45,0.07,0.80,2.33,2.91,3.20,4.66,5.49,6.07,1.59
163.00,0.13,0.12,0.14,1.49,0.93,1.49,0.23,0.21,0.17,0.89,2.33,2.96,3.15,4.67,5.49,6.16,1.44
164.00,1.36,0.12,0.13,0.12,0.16,1.44,1.24,0.50,0.39,0.81,2.33,2.78,3.18,3.94,5.44,6.09,1.09
165.00,1.42,0.12,0.13,0.13,0.31,1.44,0.48,0.22,0.78,0.98,2.29,2.91,3.22,3.96,5.49,5.84,1.33
166.00,1.42,0.11,0.13,0.12,0.29,1.50,0.49,0.95,0.76,0.87,2.05,2.76,3.17,3.93,5.47,6.19,1.22
167.00,1.42,0.12,0.13,0.12,0.23,1.33,0.28,0.58,0.33,0.90,2.35,2.68,3.21,3.96,5.49,6.17,1.38
168.00,0.12,0.13,0.15,0.84,1.43,1.43,0.30,0.21,0.77,0.88,2.29,3.06,3.17,4.71,5.49,5.84,1.21
169.00,1.32,0.15,0.14,0.15,0.21,1.34,0.50,0.51,0.77,0.90,2.35,3.08,3.18,3.95,5.48,6.18,1.27
170.00,1.44,0.12,0.13,0.16,0.23,1.47,0.21,0.54,0.78,0.91,2.34,3.10,3.22,3.95,5.49,6.07,1.38
171.00,1.42,0.12,0.21,0.12,0.16,1.44,0.32,0.28,0.41,0.86,2.32,2.91,3.15,4.45,5.47,6.07,1.26
172.00,1.42,0.12,0.13,0.12,0.23,1.47,1.12,1.36,0.74,0.81,2.29,2.77,3.18,3.97,5.48,5.88,1.16
173.00,1.42,0.13,0.13,0.12,0.22,1.34,0.56,0.51,0.78,0.87,2.35,2.94,3.18,3.93,5.48,6.17,1.33
174.00,1.34,0.26,0.09,0.84,1.38,1.47,0.51,0.44,0.34,0.83,2.23,3.13,3.21,4.70,5.40,6.22,0.68
175.00,1.43,0.12,0.13,0.13,0.22,1.46,0.36,0.18,0.73,0.80,2.32,2.92,3.18,4.64,5.43,6.09,1.33
176.00,1.41,0.12,0.13,0.13,0.22,1.46,0.96,0.22,0.73,0.81,2.32,2.92,3.22,4.64,5.48,6.09,1.40
177.00,1.37,0.10,0.13,0.11,0.22,1.36,0.40,0.50,0.77,0.92,2.33,2.99,3.25,3.96,5.49,6.12,1.22
178.00,1.41,0.22,0.09,0.83,1.41,1.33,0.50,0.51,0.19,0.99,2.28,3.06,3.15,4.71,5.48,5.85,1.38
179.00,0.10,0.13,0.15,1.07,1.43,1.50,0.27,0.24,0.50,0.90,2.34,3.11,3.17,4.70,5.45,6.16,1.33
180.00,0.12,0.15,0.14,1.02,1.40,1.50,0.40,0.94,0.74,0.91,2.34,3.10,3.15,4.70,5.49,5.84,1.28
181.00,1.41,0.12,0.13,0.13,0.24,1.47,1.33,0.29,0.71,0.79,2.03,2.77,3.25,3.97,5.45,6.06,1.37
182.00,1.42,0.12,0.13,0.12,0.25,1.47,0.97,0.30,0.78,0.81,2.02,2.92,3.22,3.93,5.48,5.92,1.40
183.00,1.41,0.12,0.13,0.12,0.20,1.05,0.48,0.22,0.78,0.98,2.29,2.96,3.25,3.96,5.49,5.84,1.17
184.00,1.42,0.12,0.13,0.12,0.22,1.37,0.32,0.54,0.33,0.86,2.35,2.68,3.18,4.39,5.49,6.17,1.20
185.00,1.39,0.13,0.16,0.12,0.24,1.44,0.29,0.48,0.78,0.91,2.33,2.99,3.18,3.96,5.49,5.90,1.16
186.00,1.38,0.12,0.12,0.13,0.31,1.44,0.48,0.22,0.73,0.98,2.29,2.91,3.22,4.38,5.50,5.84,1.32
187.00,1.43,0.12,0.13,0.12,0.24,1.44,0.29,0.51,0.33,0.81,2.33,2.65,3.18,3.93,5.49,6.09,1.33
188.00,1.43,0.13,0.14,0.12,0.20,1.50,0.87,1.40,0.76,0.82,2.03,2.68,3.23,3.94,5.44,6.08,1.22
189.00,0.12,0.13,0.14,1.48,0.44,1.50,0.37,0.17,0.17,0.89,2.30,2.95,3.17,4.64,5.47,6.00,0.85
